title,bedrooms,price,location,post_time
Little Neck House apt 3Br 2Ba for rent,,"$2,650",little neck,1/10
> 👀 STUDIO - spacious [$2275} 💥,,"$2,275",upper east side,1/10
"*HUGE 3 BED 1 BATH IN FLATBUSH! SHARED ROOF, LAUNDRY, & BACKYARD!*",,"$2,750",flatbush,1/10
*GORGEOUS 2 BED 1 BATH IN PLG W/ HUGE PRIVATE DECK! NO FEE!*,,"$2,300",prospect lefferts garden,1/10
LARGE 3 BED 2 BATH IN SWEET RIDGEWOOD LOCATION! LAUNDRY & ROOF! NO FEE,,"$3,000",ridgewood,1/10
*MASSIVE 4 BED 1.5 BATH DUPLEX IN BUSHWICK! PRIVATE OUTDOOR W NO FEE!*,,"$3,700",bushwick,1/10
Renovated Large 1 bedroom walk up 3 floor E 65th st,,"$2,695",upper east side,1/10
CONVERTIBLE 2 BEDROOM IN FINANCIAL DISTRICT,,"$3,600",financial district,1/10
Studio Apartment,,"$2,000",brooklyn,1/10
PRIME LOCATION HEART OF ASTORIA PRE-WAR STUDIO..LARGE CLOSETS..CAT OK,,"$1,550",astoria,1/10
Large 3 Br on 2nd Floor Bell And Lirr,,"$2,600",bayside,1/10
Spacious 3 bed 1 bath furnished short term,,"$3,200",bushwick,1/10
The Perfect 1BR Apartment in Crown Heights,,"$1,850",crown heights,1/10
The right place for you! Beautiful 2 bed / 2 bath - prime location!,,"$3,064",elmsford,1/10
Pet Friendly Community! We welcome your furry friends!,,"$3,575",elmsford,1/10
1Br/1Ba With W/D in unit - Shared rooftop and backyard- YASSSS,,"$2,495",bushwick,1/10
BRAND NEW 3 BEDROOM 2 BATHROOM. HASA CITYFHEPS,,"$3,019",bronx,1/10
NO FEE + 6 Weeks Free Nicely Renovated 3BR w Washer & Dryer By Q Train,,"$3,100",flatbush / ditmas park,1/10
"1Br/1Ba located in Bushwick,  W/D, Rooftop Brand New Renovation",,"$2,594",bushwick,1/10
Historic 1 Bedroom Apartment for rent,,"$2,600",mohegan lake,1/10
"@ Renovated 3bed/2bath Apt w/i ""Laundry/ Terrace/ Backyard""+ Pets o.k.",,"$2,500","pelham bay, ny",1/10
RIGHT NEXT TO MARIA HERNANDEZ PARK** 2 BEDROOM**NE FEE,,"$2,800",maria hernandez park,1/10
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,,"$2,700",bushwick,1/10
1 BED WITH HOME OFFICE  LUXURY 24 HOUR DOORMAN/ELEVATOR BUILDING! FREE,,"$4,800",financial district,1/10
MASSIVE 2 BEDROOM+BASEMENT+BACKYARD*NEXT TO IRVING PARK*NO FEE,,"$3,200",prime bushwick,1/10
Apartment for Rent - 1B 1B,,"$2,200",mohegan lake,1/10
Newly Renovated Three Bedroom Apartment,,"$2,600",far rockaway,1/10
PRIME WILLIAMSBURG PRE WAR 2BR SUPER SUNNY AND QUIET AMAZING PRICE!,,"$3,299",brooklyn,1/10
Apartamento 1 dormitorios,,"$2,000",brooklyn,1/10
Matching 5 Compatible Room+Mates For Amazing Washington Heights Apt,,$700,inwood / wash hts,1/10
Truly Amazing. One of a kind.Renovated to give a beverly hills feeling,,"$2,595",financial district,1/10
Apartamento 3 dormitorios1.5 baños,,"$2,850",flushing,1/10
Ocean Hill MASSIVE 3 Bedroom,,"$2,600",brooklyn,1/10
***Charming Sun Washed Chelsea 1 Bed Loft***Prime Location,,"$3,395",chelsea,1/10
one bedroom apartment for rent Astoria basement,,"$1,850",queens,1/10
Renovated 2 bed Astoria,,"$2,350",queens,1/10
Large 3 bed Astoria,,"$3,100",queens,1/10
MASSIVE LIVE/ WORK FIDI 3 BED/ 2 BATH LOFT STUNNER - ELEV/ LNDRY BLDG!,,"$7,195",financial district,1/10
Gorgeous 3 bed/1 bath in Bushwick! Heat and hot water included!,,"$2,650",bushwick,1/10
Recently renovated spacious 2 bedroom apartment,,"$2,900",bushwick,1/10
a stylish development in the heart of Bushwick featuring an elevator,,"$2,736",bushwick,1/10
Spacious 3br Duplex,,"$3,100",bedstuy,1/10
Be the lucky one to live in this sunny and spacious all - new build.,,"$2,800",crown heights,1/10
A classic converted railroad apartment with way more square footage,,"$2,600",bushwick,1/10
New renovations in beautiful pre war corner building,,"$2,700",bed-stuy,1/10
"2 Bed / 1 Bath in Bushwick, Brooklyn. All Pets Allowed.",,"$2,800",bushwick,1/10
Spacious & sunny 2 bed on a prime Bushwick block right by Maria Hernan,,"$2,600",bushwick,1/10
Gorgeous 2 bed / 1 bath apartment in one of Brooklyn,,"$2,750",bed-stuy,1/10
Small but efficient true 1BR apartment in a great location.,,"$2,900",clinton hill,1/10
Brand New 2 bed 1.5 bath duplex(wood staircase) with in unit washer an,,"$3,150",crown heights,1/10
NO FEE studio 1 bathroom apartment in Williamsburg!,,"$2,704",williamsburg,1/10
Don't sleep on this affordable 2 bedroom in Williamsburg.,,"$2,800",williamsburg,1/10
"Modern, sunny, spacious and all new. Stainless steel appliances, roof",,"$3,000",bed-stuy,1/10
Big bedrooms with giant windows. All new kitchen with stone countertop,,"$3,100",bed-stuy,1/10
Beautifully renovated modern 2 bedroom apartment!,,"$2,530",bushwick,1/10
"1 Bed / 1 Bath in Bushwick, Brooklyn. All Pets Allowed.",,"$2,600",bushwick,1/10
One-of-a-kind luxury units in the heart of Bushwick!,,"$3,099",bushwick,1/10
RARE SUN LIT LOFTY EV TOWNHOUSE 3 BED/ 2 BATH DIGS + W/D IN UNIT!!!,,"$6,495",east village,1/10
RARE LOFTY FLOOR THRU MIDTOWN EAST 2 BED + PRIVATE TERRACE_GREAT FIND!,,"$3,595",midtown east,1/10
HUGE SUN-LIT GROUND FLR UES 1 BED + PRIVATE BACKYARD/ GARDEN - RARE!!!,,"$3,495",upper east side,1/10
BARGAIN SUN-LIT GROUND FLR UES STUDIO - PRIME LOCATION!!!,,"$2,295",upper east side,1/10
SUN LIT GV TRUE 1 BED OASIS___ELEV/ LNDRY BLDG - A STEAL!,,"$3,650",greenwich village,1/10
2 bedroom condo duplex in prospect heights,,"$3,600",brooklyn,1/10
Crown heights HUGE & MODERN 3 Bedroom with Balcony,,"$3,300",brooklyn,1/10
CROWN HEIGHTS Massive 3 bedroom,,"$2,600",brooklyn,1/10
Renovated 3bedroom apt in Yonkers Ny,,"$2,700",prescott st,1/10
Studio apartment in Yonkers ny,,"$1,150",alder st,1/10
"$1,750 1  bedroom apt",,"$1,750",yonkers,1/9
Spectacular & spacious Studio with stunning panoramic views of the cit,,"$3,500",financial district,1/9
Spectacular & spacious Studio with stunning panoramic views of the cit,,"$3,300",financial district,1/9
Massive and Modern Space!,,"$4,995",financial district,1/9
Best 3 bedroom with ac and heat + no fee!,,"$2,799",bushwick/dekalb l,1/9
Ocean Hill Massive & Bright 3 Bedroom,,"$2,600",brooklyn,1/9
NO FEE | 24hr Doorman | Roof Deck | Balcony | POOL | GYM | Garage,,"$4,445",financial district,1/9
