title,bedrooms,price,location,post_time
* NEWLY RENOVATED 3 BED * 2 BATHS * HUGE BEDROOMS *,,"$2,899",brooklyn,1/31
* 3 BED W/ PRIVATE OUTDOOR SPACE * NATURAL LIGHT * HUGE CLOSETS,,"$3,299",brooklyn,1/31
Bedroom walk in apartment*All utilities included,,"$1,199",morris park,1/31
One bedroom apartment for rent,,"$1,700",new city,1/31
NO FEE Two Bedroom with Dishwasher in the Upper East Side!,,"$2,895",upper east side,1/31
Luxury 4 Bedroom Apartment for rent,,"$3,200",east new york,1/31
"Charming 2 Bedroom, 1 Bathroom Bronx apt, 2nd flr with gated parking",,"$2,750","the bronx, baychester",1/31
Charming New 2 Bedroom Avail IMMED.  No LVRM.   Roommates OK! -W 46th,,"$2,995",midtown west,1/31
Spacious 2 Bedroom in coop community,,"$2,100",bronx,1/31
Huge 2 Bedroom Near Colombia Medical Center,,"$2,200",inwood / wash hts,1/31
APARTMENT FOR RENT YONKERS NY,,$1,yonkers,1/31
"Prime 2BR on Stanton St near F,J,Z subway!",,"$2,600",lower east side,1/31
Huge 3 Bedroom unit,,"$2,500",woodlawn,1/31
Large 2 Bedroom Apt in Windsor Oaks Bayside Near all Garden Apt,,"$2,175",bayside,1/31
Three Bedroom Unit For Rent,,"$2,800",pelham garden area of the bronx,1/31
Studio Attic Apt $1350 HOT WATER & GAS INCLUDED,,"$1,350",staten island,1/31
"4-BEDROOMS APARTMENT WITH ELEVATOR, GYM, OUTDOOR SPACE, LAUNDRY",,"$5,700",greenpoint,1/31
DON'T SLEEP ON THIS AFFORDABLE 2 BEDROOM IN WILLIAMSBURG!,,"$3,100",williamsburg,1/31
BEAUTIFUL SPACIOUS 3 BEDROOM DUPLEX APARTMENT WITH AN AMAZING BASEMENT,,"$4,500",bushwick,1/31
Winter Sublet in Bushwick. FURNISHED. Pets. Parking.,,"$3,000",brooklyn,1/31
2 bedrooms,,"$2,600",fresh meadows,1/31
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,,"$3,200",bronx,1/31
Brand new 2 bedroom. Hasa welcome,,"$2,388",brooklyn,1/31
"2 Bedroom/1 Bath, 1st Floor apartment",,"$2,000",north end bridgeport,1/31
