title,bedrooms,price,location,post_time
"No Fee, Rent Stabilized, Lux Bld, Great Amenities, JMZ Trains",,"$2,800",bed-stuy,2/3
Forest Hills 3br2ba 1000ft森林小丘$2600 ~ 2800 for 2~4,,"$2,600",forest hills,2/3
HOUSE+2BDRM1BATH+TOPFLR+EATINKITCHEN+STAINLESS+BALCONYHUGEWOWPRIME2GOC,,"$2,100",dyker heights,2/3
HOUSE+2BDRM1BATH+RDY2GOCLICKLIVINGRMSTAINLESSTEELNOUTILSUNNYRDY2GOCLIC,,"$2,200",bensonhurst,2/3
Gorgeous 3 Bed 1.5 Bath available in the Heart of Crown Heights!,,"$2,899","crown heights, near a/c & s train lines",2/3
HOUSE+2BDRM1BATH+LIVINGRMKITCHENCOMBOSTAINLESSTEELBRANDNEWPRIME!WHOA!!,,"$1,895",bensonhurst,2/3
"421-423 LESLIE ST. 2R NEWARK, NJ 07112 - 4BR 3 BATH",,"$2,497",newark,2/3
HOT Hells Kitchen 2 bedroom,,"$4,595",midtown west,2/3
"421-423 LESLIE ST. - 2L NEWARK, NJ 07112 - 3BR 2BATH",,"$1,997",newark,2/3
1694 Pacific Street #1A,,"$2,900",brooklyn,2/3
Gorgeous 3 Bed Duplex in Williamsburg w/ in-unit Laundry!,,"$4,450","williamsburg, near lorimer j & m, and montrose l.",2/3
HOUSE+3BDRM1BATH+DUPLEX+2ND@3RDFLRTOP+LIVINGRMSUNNYCLEANPRIMELOCATION!,,"$2,800",dyker heights,2/3
HOUSE+3BDRM2FULLBATHRM+BRANDNEWCONSTRUCTION+BALCONY+HEATHOTWATERGASINC,,"$2,795",flushing,2/3
"3 Bed 2 Bath Duplex w/ Laundry, Roof Deck, Game Room, & Gym!",,"$3,599","ridgewood, near m & l train lines.",2/3
"Gorgeous 1 Bed in Renovated Building w/ Backyard, Rood & Laundry!",,"$2,399","bushwick, 500 feet from the kosciusko st j train.",2/3
HOUSE+2BDRM1BATH+DUPLEX+PARKING+2XBALCONY+NICENEWCLEANPOLISHEDFLRSCALL,,"$2,495",sheepshead bay,2/3
Gorgeous 3 Bed with Private Balcony near Prospect Park available!,,"$2,850","flatbush, short walk from the beverly rd. 2 & 5 train lines.",2/3
MULTIUNIT2BDRM1BATH+BRANDNEWCONSTRUCTIONSTAINLESSTEEL+TOPFLRSWEET2GOCL,,"$2,350",bensonhurst,2/3
MULTIUNIT1BDRM1BATH+STAINLESSTEEL+LIVINGRMKITCHENCOMBOBRANDNEWBEAUTIFU,,"$1,980",bensonhurst,2/3
This fully remodeled Apartment could be The One! 529 Sq Ft!,,"$1,709",stamford,2/3
Apartment for leasing in NYC,,"$5,100",midtown west,2/3
Apartamento 2 dormitorios y sala,,"$2,800",greenwich,2/3
Luxury Renovated 2 Bedroom - Doorman,,"$6,000",upper west side,2/3
