title,bedrooms,price,location,post_time
---33RD FLOOR----NO FEE-------SUN DRENCHED----- 5 MIN TO MIDTOWN,,"$3,080",long island city,2/6
MASSIVE 'NO FEE' 3B/3BA DUPLEX  W/OUTDOOR SPACE NEAR MUSEUM AND PARK,,"$7,250","crown heights, prospect heights",2/6
"*Sunny,  Super Nice, with Garden/Patio, Parking avl, 1 stop Manhattan",,"$2,100",mott haven/south bronx,2/6
Great community for great people! Visit today!,,"$2,240",stamford,2/6
Old Mill Basin 1BR Unit Everything Included Available ASAP,,"$2,200","brooklyn, ny",2/6
1119 Saint Mark's Avenue #4A,,"$3,100",brooklyn,2/6
Amazing Furnished charming studio located in of Chelsea. Luxury Buildi,,"$2,700",chelsea,2/6
"Amazing views and serene living can be yours! 1 Bd, 1 Ba, 768 SqFt!",,"$2,080",stamford,2/6
Stunning Studio located in the UWS. 1 block away to Central Park 1 mon,,"$3,000",upper west side,2/6
High Floor 2 Bedroom with unobstructed views of Manhattan,,"$5,000",long island city,2/6
large 1Br in the center of White plains,,"$2,800",white plains,2/6
Stunning Renovated Short term 1 bed. Luxury building NoMad,,"$5,000",flatiron,2/6
🔥Crown Heights🔥LUXURY NEW🔥3BR/LAUNDRY🔥GYM Balcony/NO FEE 2/5 TRAIN,,"$2,599",crown heights,2/6
🛑BUSHWICK🛑Large 3BR/1Bath Duplex/ @L/M Train No Fee,,"$3,299",bushwick,2/6
GORGEOUS LOFT-LIKE ‘NO FEE’ 3B/2BA  AVAIL NOW WITH W/D NEAR THE PARK,,"$3,550","flatbush, prospect park",2/6
Studio Apartment In an elevator building,,"$1,550",woodside,2/6
PRIME LOCATION------2 BEDROOM------WASHER/DRYER IN UNIT------WALKUP--,,"$2,850",astoria,2/6
NO FEE. 1 Bedroom with stunning views located in Downtown Brooklyn.,,"$3,799",downtown brooklyn,2/6
Spacious Studio in Lincoln Square,,"$2,550",upper west side,2/6
Stunning Rent Stabilized 2 bedroom Located in Midtown West.,,"$4,800",midtown west,2/6
"$1,9oo 1Bed 1Bath w/Dishwasher+W/D+Courtyard+Laundry ~ LIC, Queens",,$1,10mins to manhattan - lowery st,2/6
Renovated Brownstone Apartment - Close to C train - No Fee,,"$3,000",new york,2/6
Amazing Huge 2BR/ washer/dryer / near transpotation,,"$2,999",upper  astoriaditmars,2/6
Upper East Side 1 bed 1 bath between 2nd and 3rd UES MOVE IN ASAP,,"$2,775",upper east side,2/6
BRAND NEW BUILDING - 1 Bed 1 Bath in Williamsburg!,,"$4,569",brooklyn,2/6
"1 month rental, March 1-30",,"$4,900",greenpoint,2/6
APARTMENTO RENOVADO DE 2 HABITACIONES,,"$1,750",bronx,2/6
Ridgehill 2BR Parking Laundry by Roberts Ave,,"$2,600",yonkers,2/6
"Prewar 2BR, Elevator/Laundry; Shares/Couple; Kensington Prospect Park",,"$2,500",kensington,2/6
"1 BEDROOM ""EASY RENTAL""",,"$1,800",ozone park/cypress hills,2/6
Balcony in living room - 4 bed 2 bath,,"$3,999",brooklyn,2/6
1 bedroom/1 bathroom in nice apartment building-Harlem,,"$1,700",harlem / morningside,2/6
"Live in luxury: Experience the elegance of this 2-bed, 2-bath Condo in Ridgewood",,"$3,498",brooklyn,2/6
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,,"$3,500",brooklyn,2/6
