title,bedrooms,price,location,post_time
Rent stablized Huge & Spacious 2 Bed 1 Bath Apt,,"$2,529",bushwick,1/20
"Very cute studio with dishwasher, prime West Vill",,"$2,300",west village,1/20
COZY AND MODERN 2 BED w PRIVATE BACK YARD,,"$3,708",brooklyn,1/20
NO FEE !!!NEW TODAY !!WELL GO SOON!!! UES - ONE BDR | DRMN |POOL|LUX,,"$4,500",upper east side,1/20
80TH STREET AND BROADWAY GORGEOUS 2 BEDROOM IN ELMHURST,,"$1,800",elmhurst,1/20
Beautiful Two Bedroom Apartment,,"$2,350",jamaica,1/20
89TH STREET AND 55TH AVE TWO BEDROOMS NEAR #M R TRAIN,,"$1,825",elmhurst,1/20
NO FEE !!!! LIC - Grand STUDIO / 1 BATH | LNDRY IN BLDG,,"$3,000",upper west side,1/20
"great deal in east village , heat included",,"$2,275",east village,1/20
3 Bedroom with 1.5 Bath,,"$3,000",st. albans,1/20
"In elevator building, one block to train",,"$3,200",larchmont,1/20
80TH STREET AND BROADWAY GORGEOUS 2 BEDROOM IN ELMHURST,,"$1,785",elmhurst,1/20
Studio Apartment for Rent At The Riverview Club,,"$1,980",yonkers,1/20
"Beautiful, sunlit 1 Bedroom 1 bath in Hell's Kitchen",,"$2,550",midtown west,1/20
Sunny 2bed w/ private balconies+a/c+dishwasher+laundry+elevator+gym,,"$3,000",bushwick @ bushwick aberdeen l + chauncey j/z,1/20
Two bedroom apartment,,"$2,375",woodside,1/20
GRAND TRUE 2BEDROOM !! RARE UES,,"$3,070",upper east side,1/20
AMAZING 3BR Renov_Bright_Near Sub/Shops_1 blk to Park,,"$2,800",sunset park,1/20
"LARGE QUIET*2BR APT*PRIVACY*NEAR Q, B SUBWAY TRAINS*NEAR PROSPECT PARK",,"$2,600",prospect park south,1/20
NEWLY RENOV 2Br_ High Ceiling_Steps 2 Express Sub_Ready Now!,,"$2,600",sunset park,1/20
3 BED/1 BATH IN PRIME CROWN HEIGHTS,,"$2,750",brooklyn,1/20
5-Star Studio_Balcony w/ Views_Close 2 Shops/Express Sub_Elev./Laundry,,"$1,800",sunset park/ bay ridge,1/20
Stunning 4B/1.5BA apartment in East Flatbush! {REF#2911},,"$3,322",flatbush,1/20
Views of the East River and Brooklyn Bridge right next to the Seaport,,"$2,895",financial district,1/20
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,,"$2,900",brooklyn,1/20
"3 bd Sea Gate, private house apartment",,"$2,950",sea gate,1/20
*Commodious*Bright*elevator_laundry_pets are allowed!,,"$3,200",midtown east,1/20
Stunning 2B/1.5BA Luxury Apartment {REF#1365},,"$3,068",flatbush,1/20
Sunny 1 br-650 SQFT-Great apt-West 72 ST-UWS.,,"$2,827",upper west side,1/20
Large one bedroom in Bedstuy Sublet,,"$2,500",bed stuy,1/20
"☀️Beautiful 1BR w/ Laundry in Gorgeous Brownstone, blocks from J/Z 👑",,"$2,650","bushwick, brooklyn",1/20
3 BR apt w/even sized rooms☀️great closet space. near Saratoga Park🌲,,"$3,250","stuyvesant heights, brooklyn",1/20
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/20
*Private balcony*Huge 1 bed apartment*_elevator_laundry_pets ok!,,"$4,500",midtown east,1/20
🌟New Studio Apartment in Flatbush $1900! Brooklyn College,,"$1,900",flatbush,1/20
apartments for rent ￼,,"$1,450","45 autumn st., bridgeport",1/20
No Fee Spacious 2 bedroom- Flatbush Ave,,"$2,500",brooklyn,1/20
No Brokers Fee! 2 bedroom apt in Stuy Heights $2850!,,"$2,850",stuyvesant heights,1/20
NEWLY RENOVATED 3/4 BED FLEX VIW OF HUDSON RIVER ELEVATOR LAUNDRY,,"$4,500",harlem,1/20
**BRAND NEW 3 BED/ 1 BATH APT IN WILLIAMSBURG WITH AMENITIES*NO FEE**,,"$4,000",williamsburg,1/20
"2BR,YARD,near BAYSIDE LIRR,RENOVATED Kit and Bath,WOODflr,CENTRAL Air",,"$2,100",bayside near douglaston and little neck,1/20
BEAUTIFUL ONE BED IN A CHURCH AVAILABLE,,"$2,899",bushwick brooklyn,1/20
