title,bedrooms,price,location,post_time
NEW Spacious 1 Bed Apartment Large Bedroom Flatbush 1904 Nostrand #4C,,"$1,649",brooklyn,1/11
North Yonkers,,"$1,500",yonkers,1/11
Fabulous 2 bedroom with home office,,"$2,300",ozone park,1/11
East Harlem Jan/Fdeb Sublet - Sunny & Quiet 1 Bedroom Apt,,"$2,200",east harlem,1/11
BEAUTIFUL 3 BED 1 BATH AVAILIBLE NOW!,,"$2,750",crown heights,1/11
Renovated 2Br,,"$2,500",stamford,1/11
1Br/1Ba Gut-Renovated -A/C -W/Din unit Shared Outdoor Space-Dishwasher,,"$2,495",bushwick,1/11
Massive 2BD/2BA - W/D in unit @ 1 Astor Pl - FT DM/Laundry,,"$6,500",greenwich village,1/11
1 bedroom 1 bath fully renovated bay 44 st,,"$1,800",bensonhurst,1/11
"AC, Washer/Drier, outdoor space, dishwasher, duplex, blacony",,"$3,150",crown heights,1/11
Brand new 3 bedroom -2 bathrooms- hasa CityFheps,,"$3,000",bronx,1/11
Renovated house for rent in prime location!,,"$3,500",staten island,1/11
Gorgeous Lenox Hill 70's Luxury 1BD - Call to View!,,"$3,700",upper east side,1/11
"Stainless steel appliances, exposed brick.  Prime Bushwick",,"$2,800",bushwick,1/11
PRIME AREA STEP TO R TRAIN LARGE RENOVATED 3 BED DISHWASHER,,"$3,975",greenwood heights,1/11
No Fee 3bed/1bath in Stuy Heights,,"$3,250",brooklyn,1/11
🛑PROSPECT PARK🟢X LARGE 1BR /Balcony/GYM/Laundry/B/Q/2/5Train,,"$2,399",prospect lefferts gardens,1/11
"1, 2, & 3 Bedroom Fully Renovated Apartments",,"$2,000",st. george,1/11
Super convenient studio available immediately!,,"$2,000",bed stuy,1/11
"1bdrm, historic, LR with non-working fpl, small dogs",,"$1,800",tarrytown,1/11
"1bdrm, den, EIK w/pantry",,"$2,100",yonkers,1/11
3 Bed 2 bath NO FEE,,"$3,200",bushwick,1/11
"_____Enjoy New 1 bed Washer/Dryer inc_____Gym, Package Room, Roof Ac",,"$3,100",williamsburg right @ m j train l train morgan stop__________,1/11
No Fee 2bed/2bath in Clinton Hill w laundry in unit,,"$5,000",brooklyn,1/11
No Fee 3 bed/2 bath Garden Duplex in Crown Heights,,"$3,250",brooklyn,1/11
__HUGE LivingRom 2 Full Bath - Elevator - Gym - Laundry InApt - Roof__,,"$3,800",williamsburg right @ m l j trains___________________________,1/11
Flushing 137Street/Northern Blvd 2BR with balcony:$2500,,"$2,500",flushing,1/11
No Fee 3 bed/1 bath in a priv 2 family home Crown Heights,,"$2,550",brooklyn,1/11
Flushing 32Ave/Union Street 2BR 2BATH balcony$2600.,,"$2,600",flushing,1/11
Stunning and MASSIVE 3 bed 2 full bath!!!,,"$3,250",crown heights,1/11
Flushing 34Ave/Union Street large 1br rent  $2300,,"$2,300",flushing,1/11
Beautiful 1 bed 1 bath  in Bushwick! Back yard access!! Great Location,,"$2,500",bushwick,1/11
Flushing 34Ave/Union Street 3br2bath with balcony $2800,,"$2,800",flushing,1/11
Flushing 34Ave/Union Street large 2br rent  $2500,,"$2,500",flushing,1/11
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,,"$2,550",ocean hill,1/11
Clinton Hill - Large 2 Bed / 2 Bath - Washer /Dryer - No fee!!,,"$4,500",clinton hill,1/11
Flushing 38Ave/Parsons Blvd 2BR 1.5BATH:$2400,,"$2,400",flushing,1/11
One bed flat!! Best of Bushwick and Bed-Stuy,,"$2,350",bushwick,1/11
