title,bedrooms,price,location,post_time
Below MKT RS APT 2BR AVAIL 2/1  ST NICH & W182,,"$1,480",new york,1/19
AMAZING WILLIAMSBURG 2 BEDROOM NO FEE,,"$3,849",williamsburg @ montrose ave l,1/19
GREAT PRICE----PRIME LOCATION-----1BED----,,"$1,795",astoria,1/19
ENORMOUS Studio in FIDI. NO FEE! Renovated. High-Floor. Bright. View,,"$4,495",financial district,1/19
Sleep Longer! UES Studio w/ Stainless Steel Appliances Close by Subway,,"$2,350",upper east side,1/19
Sunny Master Bedroom in Spacious 3bd apartment,,"$1,500",flatbush/ditmas park,1/19
ID:1415610 Spacious & Up[dated 3 Bedroom Apartment for Rent,,"$2,500",yonkers,1/19
Perfect East Williamsburg 2 Bedroom Available ASAP,,"$3,695","williamsburg @ montrose ave l, broadway g, lorimer jm",1/19
Amazing rooftop views in the heart of east village available ASAP,,"$2,500",east village,1/19
Luxury 1 Bedroom Apartment in Prime Bushwick {REF#M617},,"$3,218",bushwick,1/19
MASSIVE Alcove Studio in FIDI. NO FEE! Renovated. High-Floor. BRIGHT,,"$3,650",financial district,1/19
Beautiful Brand New 1 bed-Amenities-GYM-Roof-In-unit Laundry🔥,,"$3,621",clinton hill,1/19
"Prime Location! Spacious, Bright, Reno 3BD/2Bath in Private 2 Fam Home",,"$3,400",astoria,1/19
"APARTAMENTO DE 2 DORMITORIO CERCA DEL  MONTEFIORE/TRENES D, #:2, #:4",,"$2,555","bronx, new york",1/19
Mint and Large Unit W/ Washer and Dryer near Q and 3 Trains,,"$3,150","flatbush, brooklyn",1/19
(SECION 8 OK) APARTAMENTO DE UN DORMITORIO/DECATUR AVE/GUN HILL RD,,"$2,275","bronx, ny",1/19
Large 3 Bedroom w/Laundry in unit! Steps to the B/Q Trains!,,"$3,495",prospect park south/prospectpark,1/19
"(SECION 8 OK) 3 DORMITORIOS+ 2 BANOS CON YARDA, CASA PRIVADA",,"$2,800","williamsbridge area/bronx, ny",1/19
(SECION 8 OK)  APARTAMENTO DE UN DORMITORIO CERCA DEL  MONTEFIORES,,"$2,275","bronx, new york",1/19
TARRYTOWN REAL ESTATE HAS THE BEST AND MOST RENTALS,,"$2,200",tarrytown,1/19
OCEAN VIEW~~CONEY ISLAND'S FINEST~~~~~SPACIOUS CLOSETS~~~PRIVATE TERRA,,"$3,200",brooklyn,1/19
LARGE 1 BED  FLEX 2 FIDI,,"$3,500",financial district,1/19
Lovely 7 Bed Duplex-3 baths-G/S/C trains-No Fee-Rooftop,,"$5,500",bedstuy,1/19
JUST REDUCED - 3 BED 2 BATH RENTAL,,"$3,300",tarrytown,1/19
MASSIVE 3 BEDROOM IN CROWNHEIGHTS!NO FEE,,"$2,500",crownheight,1/19
BACKYARD-Huge 4 bed 🔥3 Bath/Duplex-No fee-AC-In-unit-Laundry/,,"$4,700",bedstuy,1/19
2 Bed 1 bath w/ Balcony. Luxury Building In Prime Bushwick!,,"$3,100","bushwick, brooklyn",1/19
"2 Bedroom, 1 1/2 Bathroom Private House",,"$3,500",forest hills,1/19
