title,bedrooms,price,location,post_time
STEPS FROM PROSPECT PARK--2 BR/1 BATH,,"$2,735",crown heights brooklyn,1/27
"One bedroom, Astoria",,"$1,890",queens,1/27
One Bedroom Apartment on Oak Street in Stamford,,"$1,425",stamford,1/27
4 BEDROOM W/ YARD,,"$3,400",222nd/laconia ave,1/27
1 Bedroom Apartment on Greenwich Avenue,,"$2,150",greenwich,1/27
"Spacious, Comfortable Residential Home Near Shops @Marble Hill",,"$1,600",kingsbridge/marble hill,1/27
studio 1 bathroom apartment located in the Heart of New Rochelle.,,"$1,450",new rochelle,1/27
West 71st Street & Columbus Ave! CPW Block! Huge Sunny Renovated! Dish,,"$3,795",upper west side,1/27
FLUSHING - APT. CASA PRIVADA,,"$1,500",flushing - queens,1/27
Beautiful & Clean ( 2 Bed ) Close To Bus & Trains !! *LIMITED TIME*,,"$2,200",ozone park / howard beach / woodhaven / crossbay,1/27
CHEAP/LARGE 4 BDRM APT IN PRIME BUSHWICK***SUPER SUNNY***ASAP MOVE IN,,"$3,475",bushwick,1/27
Spacious 2 Bed 2 Bath NO FEE + Office space,,"$2,800",brooklyn,1/27
Modern and open layout 2 bed / 1 bath apartment near Prospect Park,,"$2,500",prospect lefferts gardens,1/27
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,,"$2,900",crown heights,1/27
"***New Listing! S.S Kitchen, Natural Light, Private Outdoor Space***",,"$2,700",midtown west,1/27
"LARGE 2BR APT*PRIVACY*NEAR Q, B SUBWAY TRAINS*NEAR PROSPECT PARK",,"$2,600",prospect park south,1/27
Full UES apartment in luxury building - 4/10 - 4/24,,$200,upper east side,1/27
Stunning Studio located in the UWS. 1 block away to Central Park 1 mon,,"$3,000",upper west side,1/27
2 BEDROOM APARTMENT BY QUICK RENTALS,,"$2,500",springfield gardens,1/27
Beautiful 3 Bedroom City Fepps,,"$3,214",far rockaway,1/27
MULTIUNIT+1BDRM1BATH+TOPFLRPRIMEDYKER+HEATHOTWATERINCLYDEDRDY2GOCLICK!,,"$1,400",dyker heights,1/27
&& Second Chance!! Large Windows Lots Of Sunlight &&,,"$2,775",bushwick,1/27
**STUNNING 2 BED/ 2 BATH APARTMENT IN PRIME BUSHWICK**NO FEE**,,"$3,450",bushwick,1/27
Renovated 2 bdrm / 2 bath apartment in elevator building!,,"$2,500",sheepshead bay,1/27
**BRAND NEW 2 BED/ 2 BATH APT IN EAST FLATBUSH**NO FEE**,,"$2,590",east flatbush,1/27
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,450",gowanus,1/27
