title,bedrooms,price,location,post_time
3 BR apt w/even sized rooms☀️great closet space. near Saratoga Park🌲,,"$3,250","stuyvesant heights, brooklyn",1/17
NO FEE! Gorgeous 2.5Bed/2Bath Duplex + 2 Private Balconies! TARGET!,,"$2,995",east flatbush/brooklyn college,1/17
Beautiful 1-BR Apartment Available,,"$2,500","crown heights, brooklyn",1/17
"1 Bedroom Duplex Apartment Available - $2,800",,"$2,800","brooklyn, ny",1/17
One Bedroom One Bathroom Apartment,,"$3,975",midtown east,1/17
1 Bed_High Ceilings_Exposed Brick_Fireplace_1st Fl,,"$2,600",midtown west,1/17
Renovated XL 2.5 Bed_Private Yard_Laundry_Private Entrance,,"$2,999",crown heights,1/17
One Bedroom One Bathroom Apartment,,"$4,000",midtown east,1/17
2 Bed Near City College & A/D/B/C/1 Trains!,,"$2,000",harlem / morningside,1/17
1bed+Den- W/D-All utilities included-Parking,,"$2,300",yonkers,1/17
"2 BR Apt, 3rd fl Walk Up, St George  $1790 incl Heat & HW",,"$1,790","st george, staten island, ny",1/17
FIRST STREET 1BR__Prime Locatio__Prospect Park__Grand Army__PARK SLOPE,,"$2,800",park slope - north park slope,1/17
1st Str - 7th Ave__BROWNSTONE__Prospect Park__Grand Army__PARK SLOPE,,"$2,800",park slope - north park slope,1/17
1 bedroom Apartment for Rent,,"$1,550",yonkers,1/17
3 bedroom for rent,,"$2,300",yonkers,1/17
"!! SPACIOUS 3 BED ON 8TH AVE, MINUTES FROM PROSPECT PARK, NO FEE",,"$4,200",park slope,1/17
3 bedroom for the price of 2,,"$1,850",yonkers,1/17
ALL UTILITIES INCLUDED*PORCH*NEW APPLIANCES*HEAT INCLUDED*,,"$2,895",yonkers,1/17
ALL PETS OK*LAUNDRY*CLOOSE TO RR/SHOPS*NEW KITCH./BATHR.*PARKING*,,"$2,450",tarrytown,1/17
SOUTH COLUMBUS VICINITY ROOM TO SHARE FURNISHED,,$950,mount vernon,1/17
Spacious Sun Drenched Renovated 2 Bedroom* Private Backyard* Asap move,,"$2,900",rosedale,1/17
East Williamsburg 2 bedroom,,"$4,300",brooklyn,1/17
Beautiful duplex in Greenpoint - no brokers fee!,,"$4,400",greenpoint,1/17
No Fee *One Bedroom Apartment* Kitchen_Bath_Laundry_LIRR,,"$2,500",port washington,1/17
One Bedroom Apartment * Kitchen_Bath_Laundry_LIRR,,"$2,564",roslyn,1/17
"Large Two Bedroom Apartment_Elevator_Laundry_B46, B82 Buses",,"$2,500",flatbush/flatlands,1/17
Downtown New Canaan 3 Bedroom Apartment,,"$4,000","new canaan, ct",1/17
SPACIOUS STUDIO*BUILDING*LAUNDRY*PARKING*CLOSE TO ALL*CAT OK**********,,"$1,595",white plains,1/17
WHITEPLAINS ROAD & E. 221st  STREET 3BR APARTMENT 3RD FLOOR,,"$2,300",bronx,1/17
3 bedroom apt,,"$2,500",port richmond,1/17
KEW GARDEN HILLS 1 BEDROOM APT. FOR RENT,,"$1,800",kew garden hills,1/17
1 Bedroom All UTILITIES included,,"$2,000",south park slope,1/17
3 bedroom 1 bath fully renovated Staten Island,,"$2,200",staten island,1/17
*No Fee Bushwick Spacious 1BR With Private Terrace! Must See!,,"$2,450",bushwick,1/17
2 bedrooms 1 bath fully renovated sheepshead bay,,"$2,200",sheepshead bay,1/17
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",,"$2,700",colonial av(pelham bay),1/17
"Large Bronx 1 bedroom apartment,ready to move in!",,"$1,650",east treamont av(parkchester),1/17
MASSIVE 4 BED 2 BATH IN GREAT BUSHWICK LOCATION! BIG ROOMS W/ NO FEE!,,"$3,700",bushwick,1/17
*BRAND NEW PENTHOUSE UNIT W PRIVATE ROOFDECK & IN-UNIT LAUNDRY!*,,"$2,100",flatbush,1/17
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,,"$2,800",crown heights,1/17
*ENORMOUS 2 BED 1.5 BATH DUPLEX IN PRIME BUSHWICK! YARD & LAUNDRY*,,"$3,300",bushwick,1/17
"SUPERB 3 BED 3 BATH IN GREENWOOD! LAUNDRY IN-UNIT,PRIVATE BATHS,NO FEE",,"$3,200",greenwood,1/17
Really large 2 Bedroom across the street from Prospect Park!,,"$2,575",prospect park south/prospectpark,1/17
Studio w/ One Bathroom,,"$2,500",murray hill,1/17
Pvt Terrace--Open Kitchen--Modern Building--Spacious 1 Bed--No Fee,,"$3,640",long island city,1/17
Sunny 2nd Floor Apartment,,"$2,000","norwalk, ct",1/17
Studio w/ One Bathroom,,"$3,400",murray hill,1/17
Gorgeous apartment for Rent,,"$1,400",far rockaway,1/17
Gorgeous Three Bedrooms,,"$2,950",brooklyn,1/17
3br - $3000- 3 BEDROOM APARTMENT FOR RENT,,"$3,000",springfield gardens,1/17
King Size 1 Bed--Floor-2-Ceiling Windows--W/D--No Fee,,"$3,750",long island city,1/17
Large Space--High Ceilings--Modern Finishes--W/D In Unit,,"$2,550",astoria,1/17
