title,bedrooms,price,location,post_time
Finally get your own bathroom + yard access no fee,,"$2,775",bushwick,1/16
Amazing deal 4 Bed 2 Full Baths Washer Dryer,,"$3,300",ridgewood border bushwick,1/16
LARGE 2 BED / 2 BATH LAUNDRY IN UNIT NO FEE,,"$4,200",bed-stuy,1/16
~~~~FURNISHED UNIT~~~~~BRAND SPANKING NEW~~~ BE THE FIRST TO LIVE IN T,,"$6,495",clinton hill,1/16
Spacious Three Br Apt for rent,,"$3,052",jamaica,1/16
Stunning 1 Bed-Brand New-Gym-Laundry-JMZ-G trains-Amenities,,"$4,568",williamsburg,1/16
Stunning Studio-Brand New-Gym-Laundry-JMZ-G trains-Amenities,,"$3,300",williamsburg,1/16
Renovated Apartment Steps From Pratt,,"$4,765",brooklyn,1/16
Large-2.5 bed 1.5 duplex w-washer&dryer-in-unit-,,"$4,200",williamsburg,1/16
Apartment for rent,,"$1,500",jamaica,1/16
✹ NO FEE 1 Bedroom in Bushwick ✹ $2199 ✹ Below Market Pricing ✹,,"$2,199",bushwick,1/16
"HERBERT VON KING, ONE BED WITH LAUNDRY IN UNIT, NO FEE",,"$3,650",bed-stuy,1/16
Lenox Hill 70's Gorgeous Prewar 3BD/2BA - Call to view!,,"$6,295",upper east side,1/16
~CONEY ISLAND'S FINEST~~BRAND SPANKING NEW~~~PANORAMIC OCEAN FRONT~~~W,,"$3,735",brooklyn,1/16
3 bedroom house,,"$3,200",uniondale,1/16
✹ NO FEE Studio in Bushwick ✹ $1916 ✹ Below Market Pricing ✹,,"$1,916",bushwick,1/16
Furnished 2 bedroom with washer/dryer,,"$1,900",staten island -snug harbor,1/16
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2500,,"$2,500",bedstuy,1/16
MASSIVE 3 BEDROOM IN CROWNHEIGHTS!NO FEE,,"$2,500",crownheight,1/16
✦ 1 Bedroom $2099 ✦ FULL AMENITIES ✦ NO FEE AGENT ✦ Crown Heights ✦,,"$2,099",crown heights,1/16
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,,"$2,950",brooklyn,1/16
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/16
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/16
🌟Massive Crown Heights 3 bed 2 bath! $3250!,,"$3,250",crown heights,1/16
RENOVATED STUDIO IN DITMARS ASTORIA,,"$1,500",astoria,1/16
Spacious 1 bedroom Duplex in Crown Heights,,"$2,300",brooklyn,1/16
basement apartment,,"$1,700",bridgeport,1/16
"Modern, Impressive Newly Remodeled, Spacious Bronx Apartment",,"$4,400","wakefield, bronx",1/16
OCEAN VIEW~~CONEY ISLAND'S FINEST~~3 MONTHS FREE~~~SPACIOUS CLOSETS~~~,,"$2,505",brooklyn,1/16
"Luxury, Renovated Chelsea Studio with Massive Private Terrace",,"$3,500",chelsea,1/16
RENOVATED 1 BR - NEW APPLIANCES - NO FEE - UTILITIES INCLUDED - 1 BLK,,"$1,995",jersey city,1/16
Massive Apartment with Bedrooms on Opposite Ends and Backyard,,"$3,600",brooklyn,1/16
~~PROSPECT HEIGHTS NEWEST LUXURY~~~MASSIVE TERRACE~~NATURAL LIGHT~~~FL,,"$6,495",prospect heights,1/16
