title,bedrooms,price,location,post_time
"1st Floor,Heat Incl,Wood Fl,Yard,Private Entrance*Hablo Español",,"$2,300",whitestone,2/5
West 71st Street & Columbus Ave! CPW Block! Huge Sunny Renovated! Dish,,"$3,750",upper west side,2/5
No fee 2-BR unit in Kips Bay,,"$5,440",midtown east,2/5
2BR Apt + Elevator + Dishwasher + Pets ok in kensington --  slope park,,"$2,500",kensington laundry elevator dishwasher pets ok,2/5
🛑PROSPECT PARK🟢New 2BR/Private Backyard/Laundry @B/Q/2/5Train No Fee,,"$2,595",prospect lefferts gardens,2/5
"@ 1Fl renovated 3bed/1bath Apt w/i ""Heat/ Backyard"" incld. @",,"$2,300","whitestone, ny",2/5
BRAND NEW MODERN 4 BEDROOM APART’S STUDENTS DISCOUNT No Fee,,"$4,583","clinton hill / bed sty “g” train classon ave., bedford-nostr",2/5
NO FEE Gorgeous 1BR Brownstone in the Heart of Bed Stuy,,"$2,600",bed stuy / crown heights,2/5
"AMAZING LOCATION! HALF Block from Maria Hernadez, Jefferson L Train!!!",,"$3,000",bushwick,2/5
"VERY SPACIOUS 2Bed,By Maria Hernandez 1.5 bath HEAT HOT WATER INCLUDED",,"$2,850",bushwick,2/5
Beautiful sun drenched 2 bedroom apt,,"$2,750",franklin square,2/5
Beautiful 1 Bedroom plus den near Clove lake.,,"$1,700",sunnyside staten island,2/5
"Rego Park, Sunny 3 beds, 2 baths, balcony, newly renovated, by owner",,"$3,400","rego park, queens",2/5
East Harlem/Madison Avenue Garden Floor Through,,"$2,999",harlem / morningside,2/5
Best 1BD/1 Bath In Murray Hill,,"$3,149",murray hill,2/5
"_____Enjoy New 2 bed Washer/Dryer inc_____Gym, Package Room, Roof Ac",,"$3,700",williamsburg right @ m j train l train morgan stop__________,2/5
First floor walk up 1 bedroom NO FEE,,"$1,750",pelham bay,2/5
_____Charming E Williamsburg Loft w Bright Windows & Exposed Brick____,,"$3,200",williamsburg right @ l train morgan stop_________________,2/5
__HUGE LivingRom 2 Full Bath - Elevator - Gym - Laundry InApt - Roof__,,"$3,900",williamsburg right @ m l j trains___________________________,2/5
"Charming studio in Greenwood Heights, available March 1",,"$1,600",greenwood heights,2/5
"648 #2A A perfectly spaced Three Bedroom two Bathroom in Crown heights, in a bra",,"$2,895",brooklyn,2/5
____EXCELLENT FOR LIVE/WORK_______24/7 DOORMAN,,"$3,650",financial district,2/5
Washer& dryer ____Water/bridge views______white glove service_____,,"$5,300",financial district,2/5
NO FEE Massive 2 True Bdrm / 3 Flex & 2 Bath Apt (38/Lex),,"$6,300",murray hill,2/5
MUSICIANS DREAM! HUGE 3 Room LOFT space with Soundproofed MUSIC ROOM,,"$3,600",greenpoint,2/5
True 2 bed in a great area of Williamsburg,,"$2,750",williamsburg - jmz - bedford or lorimer l train,2/5
Gorgeous 3 bed 1 bath space for an amazing price!,,"$2,500",bedstuy,2/5
3 Bed 2.5 Bath// Can NO FEE,,"$3,500",ridgewood,2/5
Spacious 3 bedroom Duplex in Bushwick! NO FEE,,"$3,450",bushwick,2/5
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,,"$2,800",flatbush,2/5
Spacious 3 Bed 1.5 Bath + Backyard! NO FEE,,"$3,200",bushwick,2/5
