title,bedrooms,price,location,post_time
NewYorkCityApartments.com - 1000+ Manhattan Listings Updated Daily,,"$7,500",chelsea,1/23
NewYorkCityApartments.com 50+ Long Island City Listings Updated Daily,,"$4,250","long island city, queens",1/23
Newly renovated 2 bed 1 bath in Chelsea Available 3/1,,"$4,695",chelsea,1/23
Luxury Massive Corner 3BR / 2BA Prime Midtown Unlimited River Views!,,"$8,850",midtown,1/23
XXL 3BR / 2BA Prime Midtown Soaring River Views 24hr Building!,,"$8,850",midtown west,1/23
1 Bedroom Apartment For Rent,,"$1,650","st. albans, queens",1/23
Corner 3BR / 2BA Prime Midtown Unlimited River Views 24hr Lux Buildin!,,"$8,850",midtown,1/23
Lenox Hill East 70's Luxury 1BD Home w/ Washer Dryer - Call to view!,,"$4,950",upper east side,1/23
🛑PROSPECT PARK🟢NEW 2BR/Backyard/Laundry B/Q/2/5Train No Fee,,"$2,899",prospect lefferts gardens,1/22
"Small, renovated STUDIO - heat, water, gas INCLUDED",,"$1,325",fresh meadows,1/22
Unique 1 BR/1.5 BT with Private Backyard! in UWS,,"$4,500",upper west side,1/22
No Fee 4-bedroom duplex in 2-family home,,"$4,200",kensington,1/22
Dream 3B/1BA available April 1st in Flatbush! {REF#159},,"$2,943",flatbush,1/22
Recently Renovated Studio w/ DW + MW+ SS Kitchen,,"$2,500",upper west side,1/22
Recently Renovated 2BR/2BT w/ Private Rooftop! IN UWS,,"$5,500",upper west side,1/22
"Heart Of Bushwick!LIGHT! Window In Livingroom, PRIVATE 600ft DECK!!!!!",,"$3,200",bushwick,1/22
AMAZING DEAL! JUST MINUTES From MARIA HENANDEZ & Dekalb L  BIG LIVINGR,,"$2,900",bushwick,1/22
Studio for rent,,"$1,900",hillside ave & 196th st,1/22
Cozy and Spacious 1BR/2BATH in Bloomingdale,,"$3,900",upper west side,1/22
NO FEE 600SF STUDIO WITH TERRACE FIDI,,"$3,000",financial district,1/22
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/22
🌟Massive Crown Heights 3 bed 2 bath! $3150!,,"$3,150",crown heights,1/22
