title,bedrooms,price,location,post_time
Spacious 2 bed/ 1 bath Flatbush apartment-No fee,,"$2,300",flatbush,1/14
Beautiful Renovated Studio,,"$1,925",forest hills,1/14
spacious 3 bed 1.5 Bath- Bushwick- NO Fee,,"$3,200",bushwick,1/14
OPEN HOUSE SUNDAY,,"$2,700",harlem / morningside,1/14
No Fee Spacious 2 bedroom- Flatbush Ave,,"$2,500",brooklyn,1/14
No Fee Doorman Elevator 20th Floor Studio in Financial District,,"$3,500",financial district,1/14
Brand new 2 bedrooms,,"$2,259","yonkers, ny",1/14
Apartamento 3 habitaciónes,,"$2,500",maspeth,1/14
HUGE 3 BEDROOM APARTMENT FOR RENT 2400.00,,"$2,400",yonkers,1/14
BACK ON THE MARKET!! 3 BED 2 BATH w/d in unit,,"$3,150",brooklyn,1/14
3 Bed 2 Bath NO FEE,,"$2,900",brooklyn,1/14
Gorgeous 2 Bed 1 bath luxury building! NO FEE,,"$2,300",flatbush,1/14
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$2,950",bushwick,1/14
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,,"$2,500",flatbush,1/14
Renovated 2-BR Unit in Hamilton Heights (140th St)+ Dishwasher+ MIC,,"$2,667",harlem / morningside,1/14
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,,"$3,675",ridgewood,1/14
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,,"$2,550",ocean hill,1/14
One bed flat!! Best of Bushwick and Bed-Stuy,,"$2,399",bushwick,1/14
Bright 2-bdr Apartment for Rent,,"$2,000",island park,1/14
Brand new studio,,"$1,623","warburton ave., yonkers, ny",1/14
"Apartamentos, Locales, Medical Offices  y Oficinas para la Renta",,"$3,500",jackson heights  roosvelt ave*****40-52 jucntion blvd,1/14
"Comfortable living. Conveniently located, spacious 2 bed 2 bath!",,"$3,450",elmsford,1/14
"Comfortable living. Conveniently located, spacious 2 bed 2 bath!",,"$2,964",elmsford,1/14
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2500,,"$2,500",bedstuy,1/14
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,,"$2,950",brooklyn,1/14
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/14
🌟Massive Crown Heights 3 bed 2 bath! $3250!,,"$3,250",crown heights,1/14
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/14
"73-37 Austin St., Apt. # 5F",,"$2,395",forest hills,1/14
Apartment for Rent  2 Bedroom,,"$1,800",bronx ny,1/14
Studio near Juniper park,,"$1,600",middle village,1/14
Short term rental  Spacious 4 bed/ 2 bath apt in Bushwick,,"$3,300",bushwick,1/14
"Lease Take Over or sublet- Studio, Luxury building",,"$2,900",battery park,1/14
BUSHWICK * 3 BED * HARDWOOD FLOORS * SHARED BACKYARD * DUPLEX,,"$3,400",bushwick,1/14
WILLIAMSBURG * 3 BED * ROOMS * ELEVATOR * LAUNDRY * CENTRAL AC,,"$4,250",williamsburg,1/14
BRAND NEW & Gorgeous 2 bedroom Apartments with W/D in unit!,,"$2,500",brooklyn,1/14
Luxury Alcove Studio $2675 / Month,,"$2,675",upper west side,1/14
No fee spacious 2 bedroom in  Bedstuy,,"$2,700",brooklyn,1/14
Perfect 2 bedroom Dekalb L + M knickerbocker,,"$2,650",bushwick/no fee,1/14
Exclusive Deck C Slope Bstone 1BR + Eat in Kitchen Includes All Utilit,,"$3,300",center slope / park slope,1/14
