title,bedrooms,price,location,post_time
"1 bedroom 1 bath fully renovated Staten Island $1,450",,"$1,450",staten island,1/30
Stunning Willamsburg Waterfront 1 Bed NO FEE,,"$5,795",williamsburg,1/30
"*LRG 1 Bed, Heat Hot Water INC*",,"$1,750",bronx,1/30
"OH 1-2PM MASSIVE 4800 SQ FT PENTHOUSE 28 WINDOWS, 5BEDS 3 FULL BATHS 3",,"$15,800",tribeca,1/30
**INSANE Upper West Side studio loft!**,,"$3,500",upper west side,1/30
Huge NYCHA/CITYFHEPS 4 Bedroom,,"$3,385",staten island,1/30
"You *can* have it all – short commute, prime nightlife, good food ♔",,"$2,800",prime bushwick,1/30
Commercial building for rent,,"$2,600","gerritsen beach, marine park, sheepshead bay",1/30
Norwalk 2br 1bth heat included,,"$2,600",norwalk ct,1/30
"Comfortable living. Conveniently located, spacious 1 bed 1 bath!",,"$1,835",stamford,1/30
Bright 2BR Apartment Near Columbia University,,"$2,650",harlem / morningside,1/30
* 3 BED W/ PRIVATE OUTDOOR SPACE * NATURAL LIGHT * HUGE CLOSETS,,"$3,299",brooklyn,1/30
*MASSIVE 3 BR. 2 BTH./ DUPLEX + OUTDOOR SPACE / EAST 5 ST. & AV. B,,"$4,150",east village,1/30
SUNNY 2 BOX BEDROOM JUST UPDATED ! 1 1/2 BATHS  GREAT LOCATION,,"$2,200",maspeth queens,1/30
2 Bed 1 Bath NO FEE,,"$2,000",flatbush,1/30
ID 1415949 Gorgeous Duplex Apartment For Rent In The Heart,,"$3,350",glendale,1/30
Great 1BR in Prime Bushwick.  Morgan L East Williamsburg,,"$2,000",bushwick,1/30
large 2 bedroom 2500 ;2 bedroom 4500 steps to shore road house,,"$2,500",bay ridge,1/30
Mosholu - Large 2BR Apt - Elevator / NO Fee,,"$1,995",mosholu area,1/30
1 Bed 1 Bath,,"$2,387",bronx,1/30
Renovated 3BR Apt on Tree-Lined South Slope Street,,"$3,975",brooklyn,1/30
Spacious 2 bed 2 bath apt in Greenpoint,,"$4,000",greenpoint,1/30
Largest 3 Bedroom on the Market Right Now(Brooklyn/Queens Border),,"$2,400",cypress hills,1/30
Dyker Heights Prime location luxurious 2 Bedroom,,"$2,800",brooklyn,1/30
*****6 BEDROOM APARTMENT FOR RENT******,,"$4,454",wakefield,1/30
*****5 BEDROOM APARTMENT FOR RENT*****,,"$3,900",bronx,1/30
*****1 BEDROOM APARTMENT FOR RENT*****,,"$1,600",wakefield,1/30
*****3 BEDROOM APARTMENT FOR RENT******,,"$3,200",wakefield,1/30
Sunny Artist Apartment,,"$2,800",bushwick,1/30
E. Williamsburg / Bushwick - Beautiful 2 Bedroom - No fee - Dishwasher,,"$3,100",east williamsburg / bushwick,1/30
**STUNNING 3 BED/ 1.5 BATH APT WITH PRIVATE PORCH IN BUSHWICK*NO FEE**,,"$4,000",bushwick,1/30
Sunny 3 Bedroom Apt For Rent,,"$2,400",brooklyn,1/30
**STUNNING 2 BED/ 1 BATH APT WITH AMENITIES IN EAST FLATBUSH**,,"$2,550",farragut,1/30
Modern 1BR Steps from Columbia University and CCNY,,"$2,500",harlem / morningside,1/30
Spacious 3 bed 2 bath apt in Ridgewood,,"$3,000",ridgewood,1/30
