title,bedrooms,price,location,post_time
3 Bed 2.5 Bath// Can NO FEE,,"$3,500",ridgewood,2/4
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,,"$2,800",flatbush,2/4
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,,"$2,795",crown heights,2/4
Bushwick 3 bed 1.5 Bath and Backyard! $3200,,"$3,200",bushwick,2/4
Vintage Victorian Cottage !,,"$2,485",port chester,2/4
"Sunny 2nd floor - 1 Bedroom Apt Oakwood Heights- No Fee Apt -$1,600",,"$1,600",oakwood heights,2/4
"Top Floor Unit - 3 Family House - Eik, 1 car parking",,"$1,695",harrison,2/4
"Pet Friendly Duplex - wash/dry, country kitchen, central air",,"$2,985",harrison,2/4
Spacious & renovated - lots of sunlight - walk to all,,"$2,135",harrison,2/4
"1st floor unit - patio, yard, 3 car parking - walk to MTNRR PETS OK!",,"$3,450",larchmont,2/4
🌟 Bushwick 3 bed 1.5 Bath and Backyard! $3200,,"$3,200",bushwick,2/4
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,2/4
🌟Ridgewood 3 Bed 2.5 Bath! Gorgeous! $3500,,"$3,500",ridgewood,2/4
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,,"$2,795",crown heights,2/4
🌟Gorgeous Crown Heights 1 Bed! Chipotle down the street! $2300,,"$2,300",crown heights,2/4
Spacious apartment in beautiful historic building,,"$3,800",southport,2/4
"UNFRUNISHED / FURNISHED. NEAR TRAINS, BUSES. PRIVATE GARDEN... NO FEES",,"$2,800",jamaica / richmond hill / ozone park / queens,2/4
2 bedroom on 44th Street with Parking / Pet-friendly,,"$2,450",sunnyside,2/4
Sunnyside 2 bedroom - fast approval process - pet friendly,,"$2,450",sunnyside,2/4
MASSIVE/SUPER BRIGHT 3 BEDROOM IN EAST FLATBUSH,,"$2,800",east flatbush,2/4
2 Bedroom -,,"$2,450",sunnyside,2/4
"^*No Fee Bushwick Elite 1BR APT, Balcony & Private Garage Parking!*",,"$2,900",bushwick,2/4
"1 bedroom apt for rent, 600 sq.ft. near Costco & Aldi shopping center",,"$1,900",rego park,2/4
RENT STABILIZED STEAL !!  SEE TODAY.. 2 AVAILABLE.,,"$2,199",chinatown / lit italy,2/4
3 BEDROOM  1 BATHROOM APARTMENT FOR RENT!!!,,"$3,200",bronx,2/4
NO FEE + 2 MONTHS FREE!  LARGE STUDIO/FLEX 1WITH CORNER BALCONY*VIEWS*,,"$5,244",financial district,2/4
Hells Kitchen 2 Bedroom with Washer/Dryer In the unit,,"$4,495",midtown west,2/4
3 BEDROOM  1 BATHROOM APARTMENT FOR RENT WITH BALCONY!!!,,"$3,200",bronx,2/4
1 Bedroom Apartment at Brooklyn Crossing,,"$4,745","brooklyn, ny",2/4
"BRAND NEW! Walk to Ferry,LR,DR,Office,Eat in Kitchen,W/D, D/W,Garage",,"$2,700","st. george, staten island",2/4
BEST IN FIDI**CLOSETS SPACE**WALLS ALLOWED**NO FEE,,"$2,800",financial district,2/4
"2 yrs old NEW studio for rent w/ new appliances, own bathroom+kitchen",,"$1,100",glendale,2/4
quite bayside near all for rent,,"$3,200",bayside,2/4
Se Renta Apto de 3 habitaciones en casa privada 3 piso,,"$3,000",woodside,2/4
*NO FEE* Bright and sunny 1BR in LIC (Long Island City),,"$3,522",long island city,2/4
"Deplux apt for rent, Bayside",,"$2,500",bayside,2/4
PLG Lovely Studio Apartment,,"$1,700",prospect lefferts garden,2/4
- NYC Bus - Absentee Landlord - Sunny-,,"$1,600",whitestone,2/4
"*STEPS TO PROSPECT PARK*CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,"$2,450",prospect  park lefferts gardens area,2/4
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,"$2,100",crown heights,2/4
"**ROOM ONLY, SPACIOUS,WASHER, DRYER , DISHWASHER, STEPS TO TRAIN, NICE",,$800,crown heights,2/4
SPACIOUS LES 1 BED DIGS - PRIME LOCATION - RARE FIND,,"$2,695",lower east side,2/4
RARE EV 2 BED/ 1.5 BATH DUPLEX + BACKYARD_ELEV/ LNDRY/ ROOF DECK BLDG!,,"$3,495",east village,2/4
NO FEE DUPLEX SEAPORT LOFT STUNNER___W/D IN UNIT - ELEV BLDG - NO FEE!,,"$5,850",financial district,2/4
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,,"$4,995",nolita / bowery,2/4
SUN BLASTED CHELSEA ALCOVE STUDIO - FULLY LOADED DOORMAN BLDG_A STEAL!,,"$2,595",chelsea,2/4
SUN BLASTED EAST VILL 2 BED DIGS - PRIME LOCATION___A STEAL!,,"$3,495",east village,2/4
SUN BLASTED EAST VILL JUNIOR 1 BED DIGS - PRIME LOCATION___A STEAL!,,"$2,995",east village,2/4
Rare! True 3.BR Loft! 20ft Ceilings! 2 blocks to L! See 3D Video!,,"$4,500",bushwick,2/4
Near NYC Electric Gas Included 2 Bedroom Bayonne House Pet Ok No Fee,,"$1,890","bayonne lightrail, nyc, new york city, manhattan,jersey city",2/4
HUGE 🌞 SUNNY PRIVATE DECK 52ST & 11AVE,,"$3,895",midtown west,2/4
Spacious 2 bed** Private house** Eat in kitchen,,"$2,150",new rochelle,2/4
SPACIOUS PRIME MIDTOWN 46ST & 9TH AVE,,"$3,075",midtown west,2/4
"Large, very spacious, 1 bedroom, great location in bensonhurst",,"$1,999",bensonhurst  mapleton,2/4
IMPRESSIVE XL BEDROOMS LAUNDRY & 2 BALCONY 51ST &9TH AVE,,"$5,750",midtown west,2/4
"Studio apartment, Absolutely gorgeous, spacious, w/d in unit",,"$2,350",bed-stuy/ stuyvesant heights,2/4
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",,"$3,300",kensington  (close to prospect park and windsor terrace),2/4
"Spacious & very bright, elevator, laundry, dishwasher, parking, No Fee",,"$2,986","flushing, maspeth, elmhurst",2/4
