title,bedrooms,price,location,post_time
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,"$2,200",bedford stuyvesant,1/19
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,"$2,300",carnarsie,1/19
"**ROOM ONLY, SPACIOUS,WASHER, DRYER , DISHWASHER, STEPS TO TRAIN, NICE",,$700,crown heights,1/19
Wonderfully Designed 8 Unit building right along the border of Clinton,,"$4,700",clinton hill,1/19
Super awesome 3 bedroom in the heart of Williamsburg!,,"$4,250",williamsburg,1/19
Beautiful spacious 3 bedroom duplex apartment with an amazing basement,,"$3,666",bushwick,1/19
Awesome new construction located in prime Williamsburg neighborhood!,,"$5,500",williamsburg,1/19
Absolutely MASSIVE 2nd floor apartment. No Fee!,,"$4,700",bed-stuy,1/19
Huge 4 bedroom apartment with 2 full baths. Modern kitchen.,,"$4,765",bed-stuy,1/19
A Luxury brand new building in prime Greenpoint!,,"$5,000",williamsburg,1/19
Massive Three Bedroom apartment! Features Huge Living Room,,"$3,665",bushwick,1/19
"Bright, modern, and newly renovated 4-bedroom apartment",,"$4,700",crown heights,1/19
Amazing luxury building in the heart of Williamsburg!,,"$4,645",williamsburg,1/19
NO FEE 3br 1 bathroom apartment in Williamsburg!,,"$4,629",williamsburg,1/19
Awesome new construction located in prime Williamsburg neighborhood,,"$4,583",williamsburg,1/19
Beautiful nice sunny apartment very high ceilings windows,,"$4,300",bed-stuy,1/19
this apartment comes with a PRIVATE OUTDOOR SPACE,,"$5,333",williamsburg,1/19
Beautifully renovated 2BR + basement duplex with yard access.,,"$3,700",bushwick,1/19
Amazing chance to live in prime location Greenpoint,,"$4,615",greenpoint,1/19
This beautiful sun-filled duplex has large windows and hardwood floors,,"$3,600",bed-stuy,1/19
"A very spacious, 2 bed / 2 bath apartment for no fee.",,"$4,895",crown heights,1/19
"Condo style living! Select units w/ private backyrd, terrace & balconi",,"$3,650",bed-stuy,1/19
