title,bedrooms,price,location,post_time
**STUNNING 2 BED/ 1 BATH APT WITH AMENITIES IN EAST FLATBUSH**,,"$2,550",farragut,1/12
Cats and Dogs Welcome! We are Pet Friendly! 2 BD / 2 BA,,"$2,984",elmsford,1/12
"2 BEDROOM, NEWLY RENOVATED",,"$2,100",douglaston,1/12
Bright 3BR with private elevator on 27th Street in LIC!,,"$4,200",hunters point/lic,1/12
**GORGEOUS 2 BED/ 1 BATH APARTMENT IN BED-STUY*NO FEE**,,"$2,700",bedford-stuyvesant,1/12
Stunning 4 bedroom / 2 bath Apartment for rent,,"$3,500",whitestone,1/12
Newly Renovated 2 Bedroom Apt in Private Home,,"$2,500","bellerose, ny",1/12
Huge 3BR on 90th Street in Bay Ridge near R subway!,,"$2,700",brooklyn,1/12
East Williamsburg Loft!,,"$3,650","east williamsburg, brooklyn",1/12
3 bedrooms 2 baths fully renovated Bayridge 3 ave 79 street,,"$2,400",bayridge,1/12
PARKING *LAUNDRY*SEPARATE ENTR.PORCH*DISHWASHER*,,"$2,200",white plains,1/12
Bedroom Apt**Hot water included,,"$1,995",n.e/bronx,1/12
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$3,100",bushwick,1/12
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,,"$2,500",flatbush,1/12
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,,"$3,675",ridgewood,1/12
One bed flat!! Best of Bushwick and Bed-Stuy,,"$2,350",bushwick,1/12
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,,"$2,550",ocean hill,1/12
🌟 2 Bed + Home Office! Prime Bushwick! $3200,,"$3,200",bushwick,1/12
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,,"$3,850",bushwick,1/12
🌟 Huge Bedstuy 3 Bedroom! $2850,,"$2,850",bedstuy,1/12
🌟Massive Crown Heights 3 bed 2 bath! $3250!,,"$3,250",crown heights,1/12
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,,"$2,800",bushwick,1/12
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/12
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,,"$3,200",bushwick,1/12
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,,"$2,950",brooklyn,1/12
"Chic duplex with a huge basement. Two floor, two entrance.",,"$3,300",bushwick,1/12
SPACIOUS STUDIO*BUILDING*LAUNDRY*PARKING*CLOSE TO ALL*CAT OK**********,,"$1,595",white plains,1/12
BRAND NEW HUGE 3 Bed/4 Full Bath duplex. PRIVATE BACKYARD!,,"$3,400",greenpoint,1/12
in the heart of brooklyn brand new 3 bedroom duplex apartment,,"$3,500",bed-stuy,1/12
A brand building offering Luxurious living options and amenities.,,"$3,163",bed-stuy,1/12
Huge apartment in a great location. All 3 bedrooms large.,,"$3,600",bushwick,1/12
Recently renovated 3 bedroom apartment.,,"$3,400",bed-stuy,1/12
Gorgeous 2 beds in elevator building.,,"$3,288",bushwick,1/12
Chic 3BR with 1.5 Bath. Great setup for roommates with different budge,,"$3,400",bushwick,1/12
Spacious 3br apt - Lots of natural sunlight throughout,,"$2,800",crown heights,1/12
Huge apartment in a great location. All 3 bedrooms large.,,"$3,600",bushwick,1/12
"Spacious and affordable true 1bed available. roof deck, Paking!",,"$3,050",williamsburg,1/12
Gorgeous 3 bedroom apartment with 1.5 bathrooms Stainless steel applia,,"$3,000",flatbush,1/12
Brand New 2 bed 1 bath with in unit washer and dryer,,"$3,400",crown heights,1/12
Large 1br in prime Bushwick,,"$2,800",bushwick,1/12
These newly renovated 2 Bedroom duplex has a large basement space,,"$3,599",bushwick,1/12
Spacious 3br duplex apt in great location - Large bedrooms!,,"$3,600",bed-stuy,1/12
This brand new renovation offers all the comfort and beauty,,"$3,050",bed-stuy,1/12
BRAND NEW HUGE 3 Bed/4 Full Bath duplex unit,,"$3,400",greenpoint,1/12
Huge 4br/2bath nestled in the heart of tree-lined Crown Heights.,,"$3,550",crown heights,1/12
Beautiful 4 bedroom in the heart of Crown Heights.,,"$3,400",crown heights,1/12
2.5 Bed Room Attic Apt - 270 E Prospect Ave,,"$1,850",mount vernon,1/12
Stunning Luxury Fort Greene 1 Bedroom,,"$4,925",fort greene,1/12
HUGE 3 Room LOFT space with Soundproofed MUSIC ROOM,,"$3,600",greenpoint,1/12
2 Bed 1 Bath NO FEE,,"$2,500",crownheights,1/12
