title,bedrooms,price,location,post_time
"Beautiful Williamsburg furnished studio for sublease, lots of plants",,"$3,895",south williamsburg,1/28
"East Village, 1 bedroom in a 2 Bed Shared",,"$2,250",new york,1/28
Fully Furnished Brand New Building,,"$4,200",long island city,1/28
HOUSE+2BDRM1BATH+HEATHOTWATERDY2GOCLICKNICERDYPRIMERENTCASHKEYS$WOWGO!,,"$1,995",bensonhurst,1/28
Enormous one bedroom with storage!,,"$2,200",east harlem,1/28
HOUSE+2BDRM2BATH+WASHERDRYERHOOKUPS+DIWASHER+BRANDNEWALKINLEVELRDYPRIM,,"$2,400",dyker heights,1/28
Apartamento 2 habitaciónes 1baños,,"$2,400",ozone park,1/28
HOUSE+4BDRM2BATHRMFULL+STAINLESSTEELTOPFLRLIVINGRMHUGEBRANDNEWRPIMERDY,,"$2,895",sunset park,1/28
✩Your friends will be jealous sunny and spacious✩,,"$2,800",prime bushwick,1/28
Bedroom Apt*All utilities included,,"$1,199",morris park,1/28
Spacious 1Bedroom for Rent in Chelsea,,"$2,550",chelsea,1/28
2 Bedroom Apt for Rent,,"$1,950",woodhaven,1/28
1 Bedroom Apt - All Included,,"$1,800",windsor terrace,1/28
Your summer crib awaits✹✹Light-filled apt with big rooms and **NO FEE*,,"$3,295",ridgewood,1/28
Feel Safe Again! XL 3 BR 1.5 Ba  in quiet Yonkers neighborhood,,"$2,650",yonkers ( near st barnabas church/ montessori school),1/28
one Bed apartment for rent,,"$1,700",bridgeport,1/28
Williamsburg 3 Bed Duplex With Laundry In Unit!,,"$4,646",williamsburg,1/28
Renovated & large 2BR! *ALL UTILITIES INCLUDED*,,"$2,200",whitestone,1/28
Apartamento 1 dormitorio,,"$2,000",fresh meadows,1/28
GORGEOUS 3 BEDROOM 2 BATH GEM!!! THIS IS A MUST SEE UNIT!! NO FEE!!!!,,"$6,995",downtown brooklyn,1/28
Make your home with us! Lovely community with great style!,,"$1,975",stamford,1/28
PRIME CLINTON HILL GORGEOUS SPACIOUS 1 BR WITHIN UNIT LAUNDRY!!!,,"$3,289",clinton hill,1/28
Make your home with us! Lovely community with great style!,,"$1,975",stamford,1/28
GORGEOUS 1 BED 1 BATH IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,,"$2,200",clinton hill,1/28
*GORGEOUS 4 BED 1.5 BATH IN SWEET BEDSTUY LOCATION! IN-UNIT LAUNDRY!*,,"$2,900",bed-stuy,1/28
*NO FEE*HOT LOCATION*NEXT TO PARK*,,"$2,650",bushwick,1/28
3 bedrooms apartment for rent,,"$2,700",new brighton (staten island),1/28
HUGE 1 BED 1 BATH + OFFICE IN CROWN HEIGHTS FOR A GREAT PRICE! NO FEE!,,"$2,200",crown heights,1/28
Convenient location in Stamford - Come see our 1 Bed / 1 bath!,,"$1,835",stamford,1/28
BRAND NEW 2 BED 2 BATH DUPLEX PENTHOUSE IN CROWN HEIGHTS! NO FEE!,,"$3,200",crown heights,1/28
"BEAUTIFUL KITCHEN, CENTRAL AIR, AND SPACIOUS MODERN BATHROOMS!",,"$3,000",plg: prospect lefferts gardens,1/28
2 BEDS APARTMENT IN BUILDING WITH ALL THE BELLS AND WHISTLES.,,"$3,400",bed-stuy,1/28
2nd Floor Nice and Spacious 3 Bedrooms Apartment,,"$3,000",south baldwin,1/28
★Peace Of Mind 4 Finding Comfort TODAY★,,"$2,775",bushwick,1/28
Huge 4BDR/2 bath,,"$2,399",newark,1/28
Upper West Side Studio Apartment,,"$2,753",upper west side,1/28
Close to campus! Great college location in Stamford,,"$2,240",stamford,1/28
Center Park Slope One Bedrm Apartment,,"$3,000",park slope,1/28
Amazing 1 Bed in Carroll Gardens,,"$2,800",brooklyn,1/28
Small one bedroom,,"$1,450",woodside,1/28
“MURPHY’S PEARL” GORGEOUS GIGANTIC 1BR-SS-DW-FORT TRYON PK-A EXPRESS/1,,"$2,268",inwood / wash hts,1/28
"PATHWAY TO AN ""ULTRA COOL"" SPACIOUS STUDIO-PRIVA GARDEN-W/D UNIT-FP-DW",,"$4,200",greenwich village,1/28
