title,bedrooms,price,location,post_time
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,,"$2,750",crown heights,1/29
HUGE 2 BED 1 BATH IN BUSHWICK FOR A GREAT PRICE! LOTS OF LIGHT & SPACE,,"$2,600",bushwick,1/29
*GORGEOUS 4 BED 1.5 BATH IN SWEET BEDSTUY LOCATION! IN-UNIT LAUNDRY!*,,"$2,900",bed-stuy,1/29
BRAND NEW STUDIO IN CROWN HEIGHTS FOR A GREAT PRICE! NO FEE!,,"$1,900",crown heights,1/29
Casa cuatro dormitorios dos banos,,"$4,000",levitown,1/29
Large Duplex Near Myrtle/Wyckoff,,"$3,667",ridgewood,1/29
Un dormitorio,,"$1,400",levitown,1/29
Huge Duplex Apartment on Quiet Street,,"$3,799",ridgewood,1/29
Estudio,,"$1,350",new hyde park,1/29
AMAZING 2 Beds Apt for rent! *NO FEE*,,"$2,800",bed-stuy,1/29
"Brand New Building in Prime Bushwick Location, Multiple Units Available",,"$2,549",brooklyn,1/29
Bright Apartment on Quiet Block,,"$2,600",brooklyn,1/29
Basic but Bright Apartment in Amazing Location,,"$3,250",brooklyn,1/29
BRAND NEW! 2Bed/1Bath Prime prospect park south! Right by the park,,"$2,750",prospect park south,1/29
BRAND NEW WILLIAMSBURG 1 Bed Apt for Rent! *NO FEE*,,"$4,200",williamburg,1/29
Beautifully Renovated Apartment With Windows in Every Room,,"$3,475",ridgewood,1/29
MASSIVE 3 Bed 2 Bath Apt w/ IN-UNIT WASHER/DRYER *NO FEE*,,"$3,150",crown heights,1/29
No Fee—3BR 2BA w/ HUGE Private Backyard — W/D in Unit,,"$4,200",bedford stuyvesant,1/29
No Fee Clinton Hill 2BR + Basement / Backyard Near Pratt,,"$3,200",clinton hill,1/29
"No Fee — Charming 3BR near Barclays, R Train, & More!",,"$4,400",gowanus,1/29
Newly Renovated 1 Bed 1 Bath,,"$1,750",yonkers,1/29
Beautiful Large 1Bed/1Bath apartment in Prime Crown Heights!,,"$1,795",crown heights,1/29
HUGE FURNISHED ROOM WITH BATHROOM,,$299,grand concourse,1/29
"Brand New 2Bed/1Bath Overlooking the park! B,Q Trains",,"$2,795",prospect park south,1/29
Brand new 2 bedroom. Hasa welcome,,"$2,388",brooklyn,1/29
BRAND NEW 3 BEDROOM 2 BATHROOMS. HASA CITYFHEPS WELCOME,,"$3,200",bronx,1/29
"2 Bedroom in the Downtown! 24/7 Doorman/ Rooftop, PLUS a GYM",,"$3,725",battery park,1/29
"Brownstone Junior One Bedroom – Prime Crown Heights! Steps to 2,5",,"$2,195",crown heights/franklin ave,1/29
Spacious 2 Bedrooms in the Heart of The Financial District WOW!,,"$3,508",financial district,1/29
4 bedroom  Corona,,"$2,900",corona,1/29
Luxury Penthouse Studio (SKY) No Fee,,"$5,700",midtown west,1/29
*Bedroom With Private Bathroom*,,"$1,250",bedstuy,1/29
🌟New Studio Apartment in Flatbush $1900! Brooklyn College,,"$1,900",flatbush,1/29
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/29
2BedRms 1BathRm  Scribner Ave 3rd FL Staten Island NY 10301,,"$1,600",staten island ny,1/29
2 BedRms 1BathRm back yard Saint Pauls Ave Ground FL SI NY  10301,,"$1,500",staten island ny,1/29
2 BedRms 1 BathRm Cleveland Street 2nd FL Staten Island NY 10301,,"$1,800",staten island ny,1/29
2 BedRms 1BathRm Westervelt Ave 2nd FL Staten Island NY 10301,,"$1,800",staten island ny,1/29
Apartamento 3 dormitorios 1 baño,,"$2,200",flushing,1/29
"Large 2 bedrooms apt,quiet area,utilites included!",,"$1,700",pelham gardens(astor av),1/29
House 3BedRms 1.5BathRms YardDeck Parking Washer Benson St SI NY 10312,,"$2,900",staten island ny,1/29
New whole House 3 BedRms 1.5 BathRm Gateway Dr Staten Island NY 10304,,"$3,300",staten island ny,1/29
House 2Bedrms+1Rm+Basement 1.5BathRm Parking Skyline Dr. SI NY 10304,,"$2,300",staten island ny,1/29
Nice 2 bedrooms apartment heat and hot water included!,,"$1,750",hobart av(pelham bay..6 train),1/29
3BedRms 2BathRms Parkings Yard Washer Rockland Ave 2ndFL SI NY 10314,,"$2,500",staten island ny,1/29
Huge 4 BedRms 2BathRms  Richmond  Terrace 1st 2nd 3rd FL SI NY 10301,,"$3,500",staten island ny,1/29
3Bedrms 2BathRms Washer&Dry Edgegrove Ave 2ndFL Staten Island NY 10312,,"$2,700",staten island ny,1/29
New Modern 4 BedRms 2 BathRms Richmond Terrace 2nd FL SI NY 10302,,"$2,400",staten island ny,1/29
New 5BedRms 2BathRms Scribner Ave 2ndFL Staten Island NY 10301,,"$2,800",staten island ny,1/29
Renovated Bedford Stuyvesant 2 Bedroom Corner Windows,,"$2,500",bedford stuyvesant,1/29
APARTMENTS AVAILABLE!!!,,"$3,000",bronx,1/29
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",,"$2,700",colonial av(pelham bay),1/29
"@ New renovated & Spacious 2bed/1bath Duplex w/i ""Heat"" incld. @",,"$2,100","bayside, ny",1/29
"Large Bronx 1 bedroom apartment,ready to move in!",,"$1,650",east treamont av(parkchester),1/29
Great 1 bedroom Renovated second fl. walk up E 85st,,"$2,600",upper east side,1/29
Whole House 1 BedRm 1 BathRm Deck Yard Clifton Ave SI NY 10305,,"$1,875",staten island ny,1/29
2BedRms 1BathRm Washer Dryer Bay Ter Apt B Staten Island NY 10306,,"$1,600",staten island ny,1/29
New 2 BedRms 1 BathRm 1 Parking Deck Mosely Avenue 1st FL SI NY 10312,,"$1,800",staten island ny,1/29
Nice 2 Bedrms 1BathRm Stepney Street 1st Floor  Staten Island NY 10314,,"$1,850",staten island ny,1/29
New built 2 BedRms 1 BathRm Bell Street Staten Island NY 10305,,"$2,000",staten island ny,1/29
Nice Studio 1BathRm  Greencroft Ave Apt B Staten Island NY 10308,,"$1,000",staten island ny,1/29
