title,bedrooms,price,location,post_time
*NO FEE* Midtown East Gorgeous One Bedroom w/ updated features,,"$3,299",midtown east,2/1
"BEAUTIFUL, SUNNY 1 BEDROOM, LUNPRYS, PETS, VIEWS - Off B'WAY/W low 100’s",,"$2,295",upper west side,2/1
51TH STREET AND SKILLMAN AVE LARGE ONE BEDROOM NEAR #7 TRAIN AND 30MIN,,"$1,750",sunnyside,2/1
6 bedroom in the Bronx,,"$4,700",bronx,2/1
Williamsburg 2Br w/ Private Yard off Morgan L,,"$2,800",williamsburg,2/1
1 room fully completed with furniture,,$900,bronx,2/1
Spacious 1Bed/1Bath + Platinum Finishes & Park Views! LARGE. NO Fee!,,"$4,350",midtown east,2/1
BUSHWICK * 3 BED * 2 BATH * NEW BUILDING * GYM * LAUNDRY,,"$5,000",bushwick,2/1
61-20 WOODBIND STREET ONE BEDROOM 1290.00 NEAR TRAN 30MIN TO N Y,,"$1,290",ridgewood,2/1
"Spacious Sun Drenched Studio! Doorman, Rooftop, Lounge & Gym",,"$2,300",astoria,2/1
Spacious 1BD/1BA With W/D In-Unit & Open Views! Luxury. NO FEE! New,,"$3,815",prospect heights,2/1
NEW 3 BEDROOM WITH 3 FULL BATHS! EACH BEDROOM WITH ITS OWN BATHROOM!!!,,"$3,150",east flabbush near the 2 and 5 newkirk ave subway stop,2/1
Natural Light for DAYS! New Luxury Building in the ❤️ of Flatbush!,,"$2,500",flatbush,2/1
1 Bedroom Apartment in Great Area - No Fee,,"$1,595",harrison,2/1
Beautiful Fully Furnished Hamilton Hts Studio Avail for One Month,,"$1,600",harlem / morningside,2/1
"3Br/ 1 Bath for rent by owner—$2,500",,"$2,500",yonkers,2/1
Fabulous 3 Bed /1.5 Bath Apartment in Crown Heights,,"$2,940",crown heights,2/1
"Newly Renovated 2 BR,, Heat & Hot Water Incl,, Walk to Subway & Buses!",,"$2,150",astoria,2/1
🌟Massive Crown Heights 3 bed 2 bath! $3150!,,"$3,150",crown heights,2/1
**Laundry in Unit** Sunny 3 Bed 2 Bath!!,,"$4,400","south slope, brooklyn",2/1
2/2023 SUNNY AND METICULOUSLY MAINTAINED FURNISHED ONE BEDROOM SUBLET,,"$2,650",upper east side,2/1
🌟Ridgewood 3 Bed 2.5 Bath! Gorgeous! $3500,,"$3,500",ridgewood,2/1
Bushwick 2.5 Bedroom with Backyard and Laundry In Unit,,"$3,100",bushwick,2/1
-----RENOVATED 3 BED 1 BATH---PRIME ASTORIA-----,,"$2,850",astoria,2/1
Super 2 Bed at Wilson L Train!,,"$2,600",bushwick,2/1
Super Rad 2 Bed at Gates J! No Fee!,,"$2,700",bed-stuy,2/1
Rad 2 Bed at Gates J! No Fee!,,"$2,550",bushwick,2/1
Dope 2 Bed in Prime Bushwick! No Fee!,,"$2,700",bushwick,2/1
Large 3 bdrm 2 bath 2ndfl apartment in two family home,,"$2,100",howard  beach,2/1
Solid 3 Bed in Prime Williamsburg! No Fee!,,"$3,650",williamsburg,2/1
Dope 2 Bed in Prime Williamsburg! No Fee!,,"$3,000",williamsburg,2/1
Big Rad 2 Bed! No Fee!,,"$2,400",brooklyn,2/1
Solid 2 Bed at Chauncey J Train! No Fee!,,"$2,200",bed-stuy,2/1
Modern 1 Bedroom Apartment!!,,"$2,400",bushwick,2/1
**Private Backyard!! 2 Bed with Natural Light,,"$2,500",brooklyn,2/1
LUXURY 1 BDRM APT AVAILABLE IN WILLIAMSBURG***LOTS OF AMENITIES***,,"$3,150",williamsburg,2/1
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,350",gowanus,2/1
