title,bedrooms,price,location,post_time
NATURAL LIGHT**WATER VIEWS **NO BROKER FEE**MUST SEE**,,"$2,860",financial district,7h ago
Spacious 3 bed 1 bath apt near Maria Hernedez,3br,"$3,300",bushwick,7h ago
Spacious 1 Bedroom Apartment!! NO FEE Crownheights,1br,"$2,300",crownheights,7h ago
3 Bed 2 Bath GREAT DEAL,3br,"$2,800",bedstuy,7h ago
PET OK*RIVERVIEW*HUGE*MINT COND.*CLOSE TO RR/SHOPS,2br,"$2,800",dobbs ferry,7h ago
2BR Ranch House for Short -Term Rental,2br,"$2,800",stamford,7h ago
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,3br,"$2,795",crown heights,7h ago
MASSIVE 4 BED IN BUSHWICK!! SHARED YARD 🌳,4br,"$3,799",brooklyn,7h ago
BRAND NEW 2 Bed 1.5 Bath Laundry in unit NO FEE,2br,"$3,400",bedstuy,7h ago
TOP FLOOR=LARGE CLOSETS=MASSIVE SPACE=BRIGHT=HIGH CEILING=FREE GYM,1br,"$2,890",financial district,7h ago
2 BRs/2 Baths_2 BALCONIES_Elevator_Pet Ok__SUNSET PARK SLOPE GREENWOOD,2br,"$2,750",sunset park @ industry city,7h ago
REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW,4br,"$4,900",financial district,7h ago
2 BRs/2 Baths_2 BALCONIES_Elevator_Pet Ok____SUNSET PARK INDUSTRY CITY,2br,"$2,750",sunset park @ industry city,7h ago
East Village Gem NO FEE,3br,"$6,000",east village,7h ago
No Fee 3bed/1bath in Stuy Heights,3br,"$3,250",brooklyn,7h ago
No Fee 2bed/1bath $2350,2br,"$2,350",brooklyn,7h ago
NO FEE! Spacious 2 Bed in Prime Location with 1 Month FREE!,2br,"$3,624",brooklyn,7h ago
No Fee - UES Studio with balcony - $2500,,"$2,500",upper east side,7h ago
Live the dream life in our gorgeous community! Stop by for a tour!,2br,"$2,890",yonkers,7h ago
*AMAZING* SUNNY 3 BED 1.5 BATH WITH W/D IN UNIT IN PRIME BUSHWICK!,3br,"$3,300",bushwick,7h ago
GORGEOUS 3 BED PROSPECT PARK SOUTH!!,3br,"$2,850",prospect park south,7h ago
BEAUTIFUL 3 BEDROOM!! STEAL DEAL!!,3br,"$2,750",flatbush,7h ago
HOT DEAL!! GORGEOUS 3 BED!!! RENOVATED!!,3br,"$2,795",crown heights,7h ago
STEAL DEAL!!! LARGE STUDIO!!! SMALL BUILDING,,"$1,640",stuyvesant heights,7h ago
Room C av for rent - last vacancy,4br,$970,inwood / wash hts,8h ago
NO FEE!! Newly Renovated Sleek Studio in Brooklyn!,,"$1,911",brooklyn,8h ago
Morris Avenue - Studio Apt - No Fee!  Elevator Building,,"$1,295",morris ave (fordham rd area,8h ago
spacious one bedroom available now,1br,"$1,550",yonkers,8h ago
No fee!- Large 2BR in a Central Williamsburg location!- By the Sway!,2br,"$3,300",williamsburg,8h ago
"$2,25o 2Bed 1Bath w/Rooftop+Elevator+Laundry",2br,$2,25mins to midtown - new condo building,8h ago
Private House Three Bedroom_Kitchen_Bath_Close to All Transportation,3br,"$2,695",flatbush/flatlands,8h ago
42nd st sun drenched 1BR river views of New Jerse,1br,"$4,900",midtown west,8h ago
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,4br,"$2,700",crown heights,8h ago
MASSIVE 4 BED 1 BATH DUPLEX IN SWEET BUSHWICK LOCATION! NO BROKERS FEE,4br,"$3,200",bushwick,8h ago
MASSIVE 2 BED 1 BATH W/ PRIVATE YARD IN OCEAN HILL! NO BROKER’S FEE,2br,"$2,400",ocean hill,8h ago
PET OK*2 BATHR.*LAUNDRY*GARAGE*SPACIOUS*EASTCHESTER SCH.*CLOSE TO RR**,2br,"$3,150",scarsdale,8h ago
*ENORMOUS 1 BED 1 BATH W/ OFFICE ROOM IN BUSHWICK FOR A GREAT PRICE!*,1br,"$2,500",bushwick,8h ago
"*IMMACULATE 3 BED 3 BATH IN CROWN HEIGHTS! LAUNDRY & ROOF, NO FEE!*",3br,"$3,150",crown heights,8h ago
VERY UNIQUE 3BR APT IN BENSONHURST,3br,"$2,800",brooklyn,8h ago
Luxury Penthouse Studio (SKY) No Fee,,"$5,200",midtown west,8h ago
"Duplex 2Br, 2 Bath, Bell Blvd, Lirr",2br,"$2,450",bayside,8h ago
