title,bedrooms,price,location,post_time
Duplex three bedrooms apt in Yonkers.,,"$2,300",ochard st,1/18
studio for rent,,"$1,500",rego park,1/18
BRIGHT 1 BED CLOSE TO 2/5 TRAINS AT CHURCH AVE,,"$1,700",flatbush,1/18
1 bed/1 bath in historic Jackson Heights,,"$2,100",jackson heights,1/18
🔥Spacious☀️Lots Of Windows *Living Room *Dishwasher NO FEE!,,"$3,000","prime bushwick @j,z,l, trains",1/17
MASSIVE 3 BEDROOM IN CROWNHEIGHTS!NO FEE,,"$2,500",crownheight,1/17
4BEDROOM DUPLEX / ENDLESS NATURAL LIGHT / 2 BATHROOMS**NO FEE,,"$4,800",williamsburg,1/17
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,"$2,900",crown heights,1/17
NewYorkCityApartments.com - Columbus Circle / Central Park - Doorman,,"$4,285",manhattan / midtown west / columbus circle / central park,1/17
NewYorkCityApartments.com - Astoria Queens - Parking Avail,,"$4,740","astoria, queens",1/17
NewYorkCityApartments.com - Astoria Queens - Parking Avail,,"$3,585","astoria, queens",1/17
NewYorkCityApartments.com - Brooklyn - 200+ Listings Updated Daily,,"$4,800","williamsburg, greenpoint, dumbo, cobble hill, park slope",1/17
NewYorkCityApartments.com - Brooklyn - 200+ Listings Updated Daily,,"$5,500","williamsburg, greenpoint, dumbo, cobble hill, park slope",1/17
SUNNY SPACIOUS 1BD 1BA,,"$2,350",prospect lefferts gardens,1/17
"🌼 Beautiful 5bd/3Bath + Private Roof Deck  🌼Great location,",,"$4,500",crown heights,1/17
🌼 Beautiful 1bd/1 Bath & Private outdoor Space 🔥 Prime location,,"$2,850",clinton hill,1/17
"🌼 Beautiful 2bd/1Bath 🌼Great location, W/D in Building,",,"$2,500",crown heights,1/17
"🌼 Beautiful 3bd/2Bath Duplex + Parking + Back Yard 🌼Great location,",,"$4,500",bedford-stuyvesant,1/17
1Br Loft Home or Office utilities included- Brand New,,"$2,300","morris park, bronx",1/17
Fully Furnished 3 Bedroom Apt on Prince Street (all utilities incl),,"$5,000",soho,1/17
HOUSE+1BDRM1BATH+CARPET+HEATHOTWATERTOPFLR+SWEETNICEPRIMEREASONABLEWOW,,"$1,500",gravesend,1/17
HOUSE+3BDRM1BATH+HEATHOTWATERSTAINLESSTEELBRANDNEW+TOPFLRPRIMELOCATION,,"$2,500",gravesend,1/17
Roommate Call!! KING SIZE BR! Lux building/GYM/ROOF/LAUNDRY/PARKING+,,"$1,325",crown heights/brooklyn,1/17
HOUSE+3BDRM1BATH+TOPFLR+LIVINGRMHUGENEWSTAINLESSTEELSWEETWOWRIDGESPEC!,,"$2,450",bay ridge,1/17
Stunning Water View Luxury 3 bed 2 bath unit in Williamsburg + 1.5 month free,,"$7,100",williamsburg,1/17
studio located on the 29th floor with water views facing South,,"$2,999",financial district,1/17
Large Corner Studio Apt.*Full of Windows* Central Air and Heat*NO FEE!,,"$2,100",crown heights - a c & 2 3 4 5 trains,1/17
Large *New Renovated* New appliances* Huge Private Backyard* NO FEE!!,,"$2,950","prime clinton hilll @g,c,s, subway",1/17
Immaculate first floor  two bedroom apartment,,"$2,200",canarsie,1/17
"3 bedroom, 2 Bathroom for Rent, FREE APRIL 1ST",,"$3,000",new rochelle,1/17
3 Bedroom + 1.5 Bathrooms Apt in Elevator/Laundry BLDG near Yeshiva U,,"$3,225",inwood / wash hts,1/17
Coming Soon!! Welcome to 358 Lincoln Rd. Brand New Gut Renovations!,,"$3,700",prospect lefferts gardens,1/17
"Williamsburg Luxury, 2 Bed 2 Bath, Huge private deck, in unit washer",,"$7,000",williamsburg,1/17
CORNER UNIT_CITY VIEWS_2 MONTHS FREE!!!!,,"$3,511",financial district,1/17
1.5 bath Cooper Park Grand L(NO FEE),,"$4,000",williamsburg,1/17
Greenpoint 2 beds,,-1,greenpoint,1/17
Best deal in market Convenient transportation and shopping,,"$1,625","midwood, brooklyn college",1/17
Two Bedroom Apartment for rent,,"$1,800",bridgeports beardsley park area,1/17
"1 bath, Central AC & Dishwasher, Jefferson L (NO FEE)",,"$3,600",bushwick,1/17
3Bedrms 2BathRms Washer&Dry Edgegrove Ave 2ndFL Staten Island NY 10312,,"$2,700",staten island ny,1/17
Apartamento 3 habitaciónes,,"$2,500",maspeth,1/17
NO FEE Lux 3 Bedroom W/Washer-Dryer,,"$3,153",harlem new york city,1/17
HARLEM/CENTRAL PARK NORTH VIEW  NO FEE ONE BEDROOM,,"$2,499",harlem / morningside,1/17
No Fee 2 Bed 2 Bath Penthouse Duplex 1/1 4750 E Village929724 - 0948,,"$4,695",east village,1/17
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2500,,"$2,500",bedstuy,1/17
No Fee 1 bd  w private Roofdeck laundry inside East Villa929 724  0948,,"$3,695",east village,1/17
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2900,,"$2,900",brooklyn,1/17
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/17
🌟Massive Crown Heights 3 bed 2 bath! $3200!,,"$3,200",crown heights,1/17
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,,"$2,500",flatbush,1/17
3bdrm apt All utilities included,,"$3,385",brooklyn,1/17
1 bed with home office off the Graham L in Williamsburg. No fee!,,"$2,700",williamsburg,1/17
