title,bedrooms,price,location,post_time
Beautiful Apartment!!!,,"$2,290",upper east side,1/25
Large 1 bedroom - Lefferts Garden,,"$1,700",brooklyn,1/25
CO-OP STUDIO WITH LAUNDRY!,,"$1,590",woodside,1/25
*MASSIVE *SUNNY* 4 BED APARTMENT FOR A GREAT PRICE! *W/D IN UNIT!!*,,"$3,300",stuyvesant heights,1/25
1bedroom for $1700 only,,"$1,700",woodside,1/25
2-bed Apt 1000 sq ft,,"$3,000",bay ridge brooklyn,1/25
79TH STREET AND WOODSIDE AVE TWO BEDROOMS NEAR #7 M R TRAIN AND 30MIN,,"$2,150",elmhurst,1/25
"FOR RENT BY OWNER, GORGEOUS 1 BR , TOP BUILDING",,"$2,100","forest hills, ny 11375",1/25
*GORGEOUS* 3 BED 1.5 BATH NEAR MARIA HERNANDEZ PARK!,,"$3,150",bushwick,1/25
BEAUTIFUL BRAND NEW 2BED 1BATH WITH W/D IN UNIT NEAR BROOKLYN COLLEGE!,,"$2,500",brooklyn,1/25
*STUNNING* MODERN STUDIO AVAILABLE IN CROWN HEIGHTS!,,"$2,300",crown heights,1/25
94TH STREET AND 60TH AVE LARGE STUDIO NEAR #7 TRAIN AND 25MIN TO N Y,,"$1,490",elmhurst,1/25
Newly renovated One Bedroom Apartment in Astoria,,"$2,350","astoria, new york",1/25
2 Bedroom Apartment in Gramercy Park,,"$4,795",gramercy,1/25
SPACIOUS ROOM IN 3 BED 2 BATH IN PARKSLOPE,,"$1,350",parkslope,1/25
"$1,3oo STUDIO ~ UTILITIES INCLUDED",,$1,"roosevelt avenue, main street - flushing",1/25
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,,"$2,995",clinton hill,1/25
3 BDRM GEM IN SPACIOUS BEDSTUY BROWNSTONE***ASAP MOVE IN*** ACT FAST**,,"$2,995",bedford stuyvesyant,1/25
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,400",gowanus,1/25
Studio Sleepy Hollow,,"$1,700",sleepy hollow,1/25
Gramercy Park 1 Bedroom Apartment,,"$3,695",gramercy,1/25
70TH STREET AND 30TH AVE 3 BEDROOMS NEAR #7 TRAIN AND 25MIN YO N Y C,,"$2,425",jackson heights,1/25
43RD STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN AND 30MIN TO N Y C,,"$1,450",sunnyside,1/25
"___""L"" MORGAN___""CORNER""___LARGE_ 1 BEDR.___OPEN ___""LOFT""___NO FEE___",,"$4,999","williamsburg__""l"" morgan__""j & m"" flushing stop",1/25
"__""L"" MORGAN____PLUS 2 BEDROOM __OPEN __""LOFT""____NO FEE_",,"$3,698","williamsburg__""l"" morgan stop__""m"" knickerbocker stop",1/25
"___""L"" MORGAN___LARGE__ALL OPEN ___""LOFT""___NO FEE___",,"$3,599","williamsburg__""l"" morgan__""j & m"" flushing stop",1/25
"$1,6oo XL STUDIO w/Rooftop ~ PETS OK!",,$1,10mins to manhattan - lowery st,1/25
Astoria Studio For Rent,,"$1,400",astoria,1/25
2 Months Free-- Amazing PLG 1 BR--In Unit W/D,,"$2,237","prospect lefferts gardens, brooklyn",1/25
One bedroom apartment,,"$1,327",bronx,1/25
Cozy One-Bedroom Apartment On A Tree-line Block,,"$1,650",ward hill,1/25
41TH STREET AND 43RD AVE LARGE STUDIO  NEAR #7 TRAIN  25MIN TO  N Y,,"$1,450",sunnyside,1/25
Upper East Side True 2 Bedroom,,"$2,975",upper east side,1/25
________great ocation____24/7 doorman________pets ok,,"$3,500",financial district,1/25
Must See East 5 st  Prime East Village 1 Bed  3595 with Private,,"$3,595",east village,1/25
Subsided by owner 3 bedroom,,$1,inwood,1/25
Queen bedrooms_______doorman_______pets ok________,,"$3,200",tribeca,1/25
_______________24/7 doorman_________free amenities___________,,"$3,995",battery park,1/25
Wonderful 2 Bedroom apartment located in the East Village,,"$3,350",east village,1/25
NO FEE Lux 3 Bedroom W/Washer-Dryer,,"$3,153",harlem new york city,1/25
This gets ☆☆☆☆☆,,"$1,600",sunnyside,1/25
CVR Spacious 2 Bedroom Near Yonkers Avenue,,"$2,200",yonkers---oak st,1/25
1 bedroom furnished with indoor parking included ;1 bedroom feb1 1825,,"$2,400",brooklyn,1/25
2 Months Free-- Amazing Crown Heights 1 Bed-- In Unit W/D,,"$2,499",crown heights brooklyn,1/25
BRAND NEW RENOVATED 2 BEDROOM APARTMENT,,"$2,200",brooklyn,1/25
"NO FEE!! LUXURY BUILDING 3 BED, 24/7 DOORMAN, ELEVATOR, LAUNDRY ROOM,",,"$6,500",gramercy,1/25
Richmond hill 1bedroom available,,"$1,600","richmond hill, queens",1/25
"NO FEE!! LUXURY BUILDING 3 BED, 24/7 DOORMAN, ELEVATOR, LAUNDRY ROOM,",,"$6,500",murray hill,1/25
