title,bedrooms,price,location,post_time
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,"$2,900",crown heights,1/19
Luxury 1 Bedroom Apartment in Downtown BK {REF#300ASH},,"$4,495",fort greene,1/19
"3.5 BED / 1.5 BATH WITH OUTDOOR SPACE, DUPLEX",,"$3,400",bushwick,1/19
Luxury 2B/2BA Apartment in Downtown BK {REF#300ASH},,"$5,995",fort greene,1/19
Greenpoint Luxury - Gym - Laundry - Beautiful 3 Bed /2 Bath - Elevator,,"$5,700",greenpoint,1/19
Bushwick / E. Williamsburg - Large 3 Bed/1 Bath Duplex - Backyard!!,,"$3,500",bushwick,1/19
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,,"$2,500",flatbush,1/19
A space that fits you and all your stuff close to all!,,"$2,800",bushwick,1/19
No Fee 2 bed  w/ UTILITIES INCLUDED!,,"$4,300",east village,1/19
BRAND NEW SPACIOUS ROOM IN PRIME WILLIAMSUBURG,,"$1,650",williamsburg,1/19
Prime East Village Studio - Elevator & Laundry!,,"$2,500",east village,1/19
brand new apartments for rent,,"$2,600",staten island,1/19
"FOR YOU ONLY ""THE BEST!"" MINT(LG)2BR-ELEV/LNDRY-GIGANTC LIVE RM-QN BRS",,"$4,200",upper east side,1/19
**See it and sign for it in no time** Find your PERFECT NO-FEE apt,,"$3,300",ridgewood l+m train,1/19
"FOR YOU ONLY ""THE BEST!"" STUNNING 1BR-24HR DM/ELEV/LNDRY-MASSIVE LR-DW",,"$3,850",midtown west,1/19
"FOR YOU ONLY ""THE BEST!"" PRISTINE 1BR-DM/ELEV/LDRY-VIEW-DINING AREA-DW",,"$3,750",midtown west,1/19
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$2,850",bushwick,1/19
All New Condo - 24/7 Doorman & Gym,,"$4,700",midtown east,1/19
"**NO FEE** Get to school, work, & your fave cafes and bars in no time!",,"$2,775",bushwick,1/19
"$1,6oo XL STUDIO w/Rooftop ~ PETS OK!",,$1,10mins to manhattan - lowery st,1/19
APT/BLDG/LOC “FABULOUS!” ELEV/LNDRY-NICE(RENOV)STUDIO-BRKFST BAR-SS-DW,,"$2,500",east village,1/19
