title,bedrooms,price,location,post_time
Charming Crown Heights 2 Bedroom w Renovated Bathroom Kitchen,,"$2,800",crown heights,1/25
1 bedroom 1 bath all utilities included Staten Island,,"$1,500",staten island,1/25
3 Bed 2 Bath// W/d in bdlg***NO FEE**,,"$3,000",ridgewood,1/25
STUNNING 3 BED!! W/D IN UNIT!!,,"$3,000",brooklyn,1/25
"Renovated, bright and spacious 1bed, no broker fee, prime bayridge",,"$1,850",bay ridge/ bayridge,1/25
No Fee *Luxury_One Bedroom Apartment* GYM_Rooftop_GYM,,"$5,558",midtown east,1/25
★BEAUTIFUL★~~SUNNY~~SUNNY~~LARGE~~ALL YOU*NO FEE*,,"$2,800",dekalb av - l train,1/25
BACK ON THE MARKET!! 3 BED 2 BATH w/d in unit,,"$3,150",brooklyn,1/25
STUDIO IN CHINATOWN,,"$2,000",chinatown / lit italy,1/25
HASA Voucher 3 br 2 ba apartment,,"$2,700",brooklyn,1/25
Apartamento 3 dormitorios 1 baño,,"$2,200",flushing,1/25
Amazing 1 bed duplex with extra home office in the heart of Bed-Stuy!,,"$3,300",bed-stuy,1/25
Apartamento 3 habitaciónes 2 baños,,"$3,200",ozone park,1/25
Apartment for rent,,"$2,500","fairfield co, ct",1/25
"Brand New, Absolutely gorgeous, spacious, w/d in unit",,"$2,350",bed-stuy/ stuyvesant heights,1/25
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",,"$3,200",kensington  (close to prospect park and windsor terrace),1/25
1 Bed room Apartment for Rent,,"$1,800",woodisde,1/25
Washington Heights - Beautiful 1BR -  No Fee / Stainless Appliances,,"$1,675",inwood / wash hts,1/25
Large 2Bed w/WD in the Heart of Park Slope! 1 month free on 16M Lease,,"$3,850",park slope/prospect park,1/25
Spacious and Bright 3 bedroom 1 bath + Private backyard,,"$2,650",bushwick,1/25
"NO FEES........UNFRUNISH / FURNISH. NEAR TRAINS, BUSES. GARDEN, PATIO",,"$2,800",jamaica / richmond hill / ozone park / queens,1/25
Spacious 3 bedroom Duplex in Bushwick! NO FEE,,"$3,500",bushwick,1/25
*GORGEOUS* 3 BED 1.5 BATH NEAR MARIA HERNANDEZ PARK!,,"$3,150",bushwick,1/25
Charming 1 Bedroom in Kensington! Short walk to the F/G Trains!,,"$2,150",kensington,1/25
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,,"$2,900",crownheights,1/25
four bed room room house for rent,,"$3,800",new hyde park,1/25
Large 2 Bedroom facing Prospect Park! Steps to the Q Train!,,"$2,795",prospect park south/prospectpark,1/25
**BEAUTIFUL & HUGE** 4BED 2FULL BATH IN RIDGEWOOD!,,"$3,800",ridgewood,1/25
Luxury 1 Bedroom Apartment in Flatbush! {REF#3321},,"$3,050",flatbush,1/25
BEAUTIFUL BRAND NEW 2BED 1BATH WITH W/D IN UNIT NEAR BROOKLYN COLLEGE!,,"$2,500",brooklyn,1/25
Grand 3 Bedroom on the iconic Bedford Ave,,"$3,100",crown heights,1/25
STEAL DEAL!!! LARGE STUDIO!!! SMALL BUILDING,,"$1,470",stuyvesant heights,1/25
THE MYSTERY ONE,,"$2,400",crown heights,1/25
3 bedrooms 1 bath fully renovated Staten Island,,"$2,500",staten island,1/25
Crown heights / Prospect heights - Beautiful 3 Bed - 2 Bath - No fee!!,,"$3,500",crown heights,1/25
AWESOME 2 BED 1.5 BATH NEAR IRVING SQUARE PARK!,,"$2,900",bushwick,1/25
THE SEXY TWO,,"$2,800",midwood,1/25
THE EYE POPPER STUDIO,,"$2,400",prospect lefferts garden,1/25
1 Bed near Prospect Park! No Broker Fee!,,"$2,050",prospect lefferts gardens,1/25
"Spacious garden floor 1-BR semi-furnished apartment, February-July",,"$2,500",harlem / morningside,1/25
THE CROWN HEIGHTS PALACE,,"$2,900",crown heights,1/25
<^^^^^CONDO FINISHES^^^^^TOP FLOOR^^^^^^HIGH CEILINGS^^^^^LARGE CLOSET,,"$2,950",battery park,1/25
===TOP FLOOR====MASSIVE====HIGH CEILING====WATER VIEWS====,,"$2,750",battery park,1/25
1 Bed Apt in Amenities Complex in Flatbush! {REF#2510},,"$2,399",flatbush,1/25
1 FREE MONTH====CONDO FINISHES=====NO BETTER SKYSCRAPER VIEW IN NY====,,"$4,900",tribeca,1/25
Tow Larg Bedrooms-Sleepy Hollow,,"$3,390",tarrytown,1/25
Brand New_Roslyn_Two Bedroom Apartment_Huge and Spacious Living Room,,"$4,121",roslyn,1/25
The Most Prestigious Residence in NYC !,,"$11,000",midtown east,1/25
NO FEE! 2 BED 2 BATH BACKYARD✾✾STEPS TO THE L TRAIN ,,"$2,775",bushwick,1/25
"Beautiful, clean 1 BR 1 Bath 2nd Fl townhome apt w/garage",,"$2,900",norwalk,1/25
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,,"$3,200",brooklyn,1/25
"LUXURY 1-BED ~ W/D IN-UNIT ~  DOORMAN, GYM, POOL ~ NO FEE!! ~ ~",,"$2,713",mott haven,1/25
DUPLEX IN PRIME LOCATION!!,,"$3,200",clinton hill,1/25
W/D IN UNIT! STUNNING DUPLEX/ OUTDOOR SPACE!,,"$3,200",flatbush,1/25
Spacious 4B/2.5BA Duplex in Ridgewood {REF#1740},,"$4,400",ridgewood,1/25
Modern 1 bed in New Development!!,,"$2,250",crown heights,1/25
Apartment Three bed room,,"$2,800",bellerose,1/25
🔥🔥🔥GORGEOUS ONE BED!! BACKYARD!!,,"$1,995",crown heights,1/25
"Renovated 3BR 2.5 Baths Apt in UWS (90th St & Park)+ W/D, Doorman",,"$6,195",upper west side,1/25
Lovely 2 bdrm in the ❤️ of Hamilton Hts,,"$2,260",hamilton heights,1/25
