title,bedrooms,price,location,post_time
2BedRms 1BathRm Washer Dryer Bay Ter Apt B Staten Island NY 10306,,"$1,600",staten island ny,1/17
E.223rd  STREET  & BRONXWOOD AVENUE 5BR SECOND FLOOR,,"$3,000",bronx,1/17
3BedRms 2BathRms Parkings Yard Washer Rockland Ave 2ndFL SI NY 10314,,"$2,500",staten island ny,1/17
2BedRms 1BathRm  Scribner Ave 3rd FL Staten Island NY 10301,,"$1,600",staten island ny,1/17
Whole House 1 BedRm 1 BathRm Deck Yard Clifton Ave SI NY 10305,,"$1,875",staten island ny,1/17
Bushwick 1br Near Gates J,,"$2,400",brooklyn,1/17
"Flushing 34Ave/Union St. 2BR, Balcony, Hi Rise Building: $2500",,"$2,500",flushing,1/17
2 BedRms 1BathRm Westervelt Ave 2nd FL Staten Island NY 10301,,"$1,800",staten island ny,1/17
2 BedRms 1 BathRm Cleveland Street 2nd FL Staten Island NY 10301,,"$1,800",staten island ny,1/17
Nice Studio 1BathRm  Greencroft Ave Apt B Staten Island NY 10308,,"$1,000",staten island ny,1/17
PROSPECT HEIGHS - PRIME LOCATION - AMENITES - NO FEE,,"$5,850",prospect heights,1/17
New 5BedRms 2BathRms Scribner Ave 2ndFL Staten Island NY 10301,,"$2,800",staten island ny,1/17
New Modern 4 BedRms 2 BathRms Richmond Terrace 2nd FL SI NY 10302,,"$2,400",staten island ny,1/17
House 3Bedrms 3Baths Deck Yard WasherDryer Seaview Ave SI NY 10305,,"$2,800",staten island ny,1/17
House 3BedRms 1.5BathRms YardDeck Parking Washer Benson St SI NY 10312,,"$2,900",staten island ny,1/17
New 2 BedRms 1 BathRm 1 Parking Deck Mosely Avenue 1st FL SI NY 10312,,"$1,800",staten island ny,1/17
Huge 4 BedRms 2BathRms  Richmond  Terrace 1st 2nd 3rd FL SI NY 10301,,"$3,500",staten island ny,1/17
Nice 2 Bedrms 1BathRm Stepney Street 1st Floor  Staten Island NY 10314,,"$1,850",staten island ny,1/17
228E38th Amazing 2 Beds & 1 Bath apartment in East Flatbush,,"$2,200",brooklyn,1/17
Flushing 38th Ave & Parsons Blvd. Large 2BR 1.5 Baths: $2400-2550,,"$2,400",flushing,1/17
FULLY RENOVATED 2 BDR IN SHEEPHEAD BAY,,"$2,200",sheephead bay,1/17
2BR Apt in NORTH PARK SLOPE by Prospect Heights +laundry,,"$3,400",park slope,1/17
**STUNNING** SPACIOUS 3 BED 2 FULL BATH WITH W/D IN  IN UNIT!,,"$3,200",crown heights,1/17
MASSIVE 3 bed 2 bath in PRIME Crown Hights!! *in unit laundry* No fee,,"$3,100",brooklyn,1/17
"Bayside/Bay Terrace, Balcony, Pool& 24 hr Security- 2 Bedrooms $2600",,"$2,600",bayside,1/17
Charming Crown Heights Apartment on Nice Block,,"$2,800",brooklyn,1/17
"5 room 2 Bedroom Apartment -  Astoria Queens $2,000 A month",,"$2,000",astoria,1/17
"FLEX 1 BEDROOM IN FIDI $3200 WITH AMENATIES,  NO FEE",,"$3,200",financial district,1/17
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$2,950",bushwick,1/17
2 Bed 1 Bath//Elevator//gym Williamsburg,,"$3,800",williamsburg,1/17
Stop by today at the 2 bed / 2 bath of your dreams! 1316 Sq Ft!,,"$3,595",elmsford,1/17
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,"$2,900",crown heights,1/17
Luxury ONE BEDROOM with PRIVATE BACKYARD! WASHER AND DRYER!,,"$3,800",downtown brooklyn,1/17
"Enjoy all the modern conveniences, including washer/dryer",,"$3,595",elmsford,1/17
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,,"$2,500",flatbush,1/17
