title,bedrooms,price,location,post_time
4515 #B5 Spacious bright apartment in East Flatabush,,"$1,545",brooklyn,1/9
"1st floor unit - patio, yard, 3 car parking - walk to MTNRR PETS OK!",,"$3,585",larchmont,1/9
LARGE 3 Bed in the Heart of Bedstuy!!,,"$3,000",bedstuy,1/9
Spacious 3 bed 3 bath apt in Williamsburg,,"$4,800",williamsburg,1/9
Large Rent Stab Studio in UES (78th St)+ XL Closet + Close To The Park,,"$2,195",upper east side,1/9
**HOUSE FOR RENT IN FRESH MEADOWS**,,"$5,500",fresh meadows,1/9
APARTAMENTO EN RENTA EN FLUSHING,,"$2,280",flushing,1/9
Beautiful 3 Bed 2 Bath facing Prospect Park! Q train steps away!,,"$3,995",prospect park south/prospectpark,1/9
Modern 2 Bed w/ Large Bedrooms!!,,"$2,500",bedstuy,1/9
**BEAUTIFUL 3 BED/ 1 BATH APT IN PROSPECT LEFFERTS GARDENS**,,"$2,950",prospect lefferts gardens,1/9
Gorgeous 2Bed/1Bath with brand new kitchen! Prime Prospect Heights,,"$2,995",prospect heights,1/9
LARGE 2 Bedroom Apartment in Modern Building!!,,"$2,500",bedstuy,1/9
1 Bed near Prospect Park! No Broker Fee!,,"$2,050",prospect lefferts gardens,1/9
"$2,1oo XXL 1Bed 1Bath CONDO w/Elevator+Laundry+Dishwasher",,$2,off austin street,1/9
No Fee! Sun-Filled Huge 1 Bed 1 Bath In Prime Williamsburg,,"$2,700",brooklyn,1/9
"*MASSIVE ""2 BR."" LOFT 16 FT. CEILING / LENOX HILL EAST 63 ST. & 2 AV.",,"$3,850",upper east side,1/9
Huge three bed one bath apartment in Bedstuy,,"$3,000",bedstuy,1/9
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,,"$3,675",ridgewood,1/9
Stunning 3 bed 2 bath apt in Clinton Hill. Beautiful block,,"$4,200",clinton hill,1/9
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,,"$2,500",flatbush,1/9
COOL two bedroom loft in Bushwick,,"$2,600",bushwick,1/9
Alcove Studio | Hell's Kitchen | W/D | Walk in Closet | Central AC,,"$4,620",midtown west,1/9
"* STUNNING DUPLEX “2 BR. / 2 BTH."" + ROOF DECK / WEST 46 ST. & 9 AV.",,"$4,645",midtown west,1/9
One bed flat!! Best of Bushwick and Bed-Stuy,,"$2,399",bushwick,1/9
