title,bedrooms,price,location,post_time
MARVELOUS HUGE APARTMENT FOR RENT,,"$2,500",2118 east 7th street,2/1
MASSIVE 2Bed/2Bath. Renovated. UTILITIES included in rent! NO FEE!,,"$5,857",east village,2/1
3 Bed/2 Bath/in Amenities-converted school-AC/GYM/ROOF/Courtyard/nofee,,"$5,000",greenpoint,2/1
No Fee * Renovated 1 Bed 1 Bath in Astoria *Elevator & Laundry in Buil,,"$2,675",astoria,2/1
-------Storefront / Office space For Rent-------- Prime Astoria-------,,"$2,500",long island,2/1
MASSIVE 1 Bed/1 Bath. Platinum Features. All UTILITIES INCLUDED!,,"$4,799",east village,2/1
OLD MILL BASIN 2BR UNIT EVERYHTING INCL. AVAILABLE ASAP!,,"$2,200",old mill basin/no smoking/no pets allowed,2/1
Large 1 Bed/1 Bath. W/D & Stunning Views in Fort Greene. NO Fee! NEW,,"$4,475",downtown brooklyn,2/1
"*PENTHOUSE ""3 BR. / 2 BTH."" + 2 BALCONIES + ROOF DECK / W.51 ST. &8 AV",,"$5,750",midtown west,2/1
Large 1 bed (or  flex 2) + Balcony in FIDI. Renovated. NO Fee. 1 Mnth,,"$4,442",financial district,2/1
Brownstone studio for rent! Great area!,,"$2,050",crown heights @ c kingston throop subway,2/1
50TH STREET AND SKILLMAN AVE ONE BEDROOM NEAR #7 TRAIN AND 20MIN TO N,,"$1,700",sunnyside,2/1
Massive 1Bed+walking Closet+Private Backyard,,"$2,299",brooklyn,2/1
TWO HUGE BEDROOMS AND MASSIVE KITCHEN AND LIVING ROOM.,,"$3,260",bushwick,2/1
3 Bedrooms Apartment for Rent.,,"$2,700",brooklyn,2/1
Bushwick - Beautiful 2 Bedroom - Dishwasher - No fee!!,,"$2,600",bushwick,2/1
MASSIVE 3 BED/1.5 BATH DUPLEX,,"$2,999",brooklyn,2/1
!!HUGE PRIVATE OUTDOOR ROOF DECK!!  !!STEPS TO RIVERSIDE PARK!!,,"$3,395",upper west side,2/1
** 2 BEDROOMS** **PARK TERRACE WEST** **ELEVATOR/LAUNDRY BUILDING**,,"$2,700",inwood / wash hts,2/1
Spacious 3 bedroom Duplex in Bushwick! NO FEE,,"$3,450",bushwick,2/1
3 Bed + 2 bath W/ Washer/Dryer By E/M/R Trains | Elevator & Roof Deck,,"$3,000",rego park / forest hills / briarwood / kew gardens,2/1
LISTINGS FEB. -TARRYTOWN real ESTATE,,"$2,200",tarrytown,2/1
Magnificent Size 3Br_ High Ceiling_1 Blk to Xpress Sub_Ready Now!,,"$2,700",sunset park,2/1
1 Bedroom / 1 Bathroom,,"$1,700",east elmhurst,2/1
"LARGE 2BR APT*PRIVACY*NEAR Q, B SUBWAY TRAINS*NEAR PROSPECT PARK",,"$2,600",prospect park south,2/1
44TH STREET AND 43RD AVE ONE BEDROOM NEAR 7 TRAIN,,"$1,700",sunnyside,2/1
5-Star Studio_Balcony w/ Views_Close 2 Shops/Express Sub_Elev./Laundry,,"$1,800",sunset park/ bay ridge,2/1
Spacious 1 Bed/1 Bath + W/D in-unit! Bright & Renovated. Lincoln Squar,,"$4,500",upper west side,2/1
LIVE LIKE A ☼ & ♔ NO FEE :),,"$2,650",bushwick,2/1
Beautiful 2BD_Near All Shops_Spacious_W/D & Dshwr_Steps To Xpress Sub,,"$2,600",greenwood heights/ industry city,2/1
"Sunny 1bdrm,  walk to train",,"$1,595",harrison,2/1
Luxury Jr 1 Bed w/ In-Unit Laundry & Walk-in Closet in Downtown Brookl,,"$3,550",downtown brooklyn,2/1
40TH STREET AND 43RD AVE BEAUTIFUL ONE BEDROOM AVAILABLE,,"$1,700",sunnyside,2/1
Newly Renovated 2 Bedroom Duplex,,"$2,700",white plains,2/1
55TH STREET AND WOODSIDE AVE LARGE ONE BR NEAR #7 TRAIN AND 25MIN TO N,,"$1,700",woodside,2/1
Renovated Ranch Rental,,"$3,950",oakland gardens,2/1
Wow! You'll love this amazing Apartment home in Stamford,,"$1,709",stamford,2/1
"PATHWAY TO AN ""ULTRA COOL"" SPACIOUS STUDIO-PRIVA GARDEN-W/D UNIT-FP-DW",,"$4,200",greenwich village,2/1
TOP FLOOR TOP OF THE LINE CUSTOM FINISHES TONS OF LARGE CLOSET,,"$2,995",financial district,2/1
Beautiful 1BR in Black Rock!! Cypress Apts.,,"$1,705",bridgeport,2/1
Brand New Ground Floor 2 Bedroom Apartment for Hasa!,,"$2,450",parkchester- soundview,2/1
Brand New Ground Floor 3 Bedroom Apartment for Hasa!,,"$3,000",parkchester- soundview,2/1
Beautiful 2 Bedroom in Bridgeport! Coleman Apts.,,"$1,750",bridgeport,2/1
NO FEE Luxury 4 Bedroom 2 Bath in Crown Heights,,"$3,450","brooklyn, crown heights",2/1
**BEAUTIFUL SUNNY 2 BED/ 1 BATH APARTMENT IN PRIME CROWN HEIGHTS**,,"$2,900",crown heights,2/1
NO FEE!Amazing_Spacious_2 BR Floor Thru Brownstone_Steps to ALL,,"$2,899",clinton hill/ bed stuy/ crown heights/ bushwick,2/1
LUXURY 2 BEDROOM APARTMENT*LAUNDRY*GREAT LOCATION*PARKING AVAILABLE,,"$2,395",bayside,2/1
JAMAICA ESTATES-APT.  3-DORMITORIOS,,"$1,800",jamaica estates-queens,2/1
Luxury Studio w/ In-Unit Laundry& Walk-in Closet in Downtown Brooklyn!,,"$3,195",downtown brooklyn,2/1
Studio Apartment 2 Blocks from Train,,"$1,400",astoria,2/1
LUXURY 2 BEDROOM APARTMENT*LAUNDRY*GREAT LOCATION*PARKING AVAILABLE,,"$2,195",bayside,2/1
"$1,3oo STUDIO ~ UTILITIES INCLUDED",,$1,"roosevelt avenue, main street - flushing",2/1
WALK UP-----2 BEDROOM---BRAND NEW APT------PRIME LOCATION-----,,"$2,650",astoria,2/1
