title,bedrooms,price,location,post_time
Beautiful huge 1  bed + office 1 bath apt in PLG,,"$2,500",prospect lefferts garden,1/24
** 2 BEDROOMS** **PARK TERRACE WEST** **ELEVATOR/LAUNDRY BUILDING**,,"$2,700",inwood / wash hts,1/24
$2245 - Cozy Studio with Amazing View in West Harlem,,"$2,245",west harlem,1/24
SPACIOUS ALCOVE STUDIO AVAILABLE FOR IMMEDIATE OCCUPANCY IN MID RISE,,"$1,595",new york,1/24
RENOVATED 1 BED WITH CONDO LIKE FINISHES FOR IMMEDIATE OCCUPANCY,,"$1,940",mount vernon,1/24
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,,"$2,700",stuyvsent height,1/24
SPACIOUS 4 BEDROOM 1.5 BATH**NO FEE,,"$3,000",crownheights,1/24
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,"$2,900",crown heights,1/24
HUGE PORTCHESTER 1 BED WITH WALK THRU KITCHEN & DINING AREA,,"$1,925",portchester,1/24
SECTION-8 1 BEDROOM / NEWLY RENOVATED,,"$2,275",all bronx areas,1/24
SECTION-8 2 BEDROOM/NEWLY RENOVATED,,"$2,555",all bronx areas,1/24
Charming farm house in Greenwich for rent,,"$2,650","greenwich (pemberwick, byram, chickahominy areas)",1/24
SECTION-8 3 BEDROOM / NEWLY RENOVATED,,"$3,214",all bronx areas,1/24
"W/D in unit Duplex, Brand New Development, Dishwasher, Private Storage",,"$2,750",bed stuy,1/24
1 bedroom apt. for rent,,"$2,200",midwood,1/24
SUPER SUNNY 2 BDRM PENTHOUSE AVAILABLE IN PRIME BUSHWICK*PRIVATE PATIO,,"$2,995",bushwick,1/24
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,,"$2,995",clinton hill,1/24
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,400",gowanus,1/24
"Cobble Hill Apt: No Broker Fee, First Month Free, 1 BD, 2 Full BR, WD & DW",,"$3,750",brooklyn,1/24
-----NO FEE------LUX 1 BED-----WATERFRONT LIC------FULL SERVICE BUILDI,,"$3,750",long island city,1/24
STUNNING 3 BED 1.5 BATH IN MASPETH! LAUNDRY & NO BROKERS FEE!,,"$3,100",maspeth,1/24
---33RD FLOOR----NO FEE------1 MO FREE----SUN DRENCHED----- 5 MIN TO M,,"$2,999",long island city,1/24
INCREDIBLE 4 BED 2.5BATH DUPLEX IN RIDGEWOOD FOR A GREAT PRICE! NO FEE,,"$3,700",ridgewood,1/24
Renovated 1 BR Apt (125th St) + Laundry + Elevator + Gym in Bldg,,"$2,600",morningside heights,1/24
**BEAUTIFUL SUNNY 3 BED/ 1 BATH APT IN PRIME PARK SLOPE**NO FEE**,,"$4,000",park slope,1/24
UNIQUE SPACIOUS RENOVATED Apartment PRIVATE HOUSE,,"$2,650",bay ridge brooklyn,1/24
"Renovated, 1 Bedroom Unit in Downtown Yonkers",,"$1,675",yonkers,1/24
NO BROKER FEE APARTMENTS READY NOW!!,,$1,bronx,1/24
"3 bedroom available today CVR, Sec 8 welcome",,"$2,400",yonkers,1/24
Rare 3 Bed in luxury building,,"$3,695",brooklyn,1/24
Apartment for rent,,"$2,475",upper west side,1/24
NO BROKER FEE APARTMENTS READY NOW!!,,$1,inwood / wash hts,1/24
Gorgeous 3 bedroom apartment available in prime Stuyvesant Heights!!!,,"$3,175",bedford-stuyvesant,1/24
"1 bedroom available today CVR, Sec 8 welcome",,"$1,550",yonkers,1/24
Newly renovated 3 bedroom on the Bed Stuy/ Bushwick border.,,"$3,150",brooklyn,1/24
"Large sunny 4bed/2bath w/ great living room, a/c, dishwasher w/d hooku",,"$3,400",bushwick @ wilson l + halsey j,1/24
"Westchester Apartments Studio 1 , 2 & 3 Bedroom",,"$1,800",white plains,1/24
"Sunny large 2br  apartment, New bathroom and kitchen!",,"$2,100",new rochelle,1/24
Short term rental  Spacious 3 bed/ 2 bath apt in Bushwick,,"$3,300",bushwick,1/24
"Riverdale 2 bedroom ""AS-IS""",,"$2,100",mosholu ave,1/24
Spacious 3 bed 3 bath apt in Williamsburg,,"$4,800",williamsburg,1/24
Renovated Studio in Sutton Place (55th St)+ Dishwasher+ SS Kitchen,,"$2,695",midtown east,1/24
Spacious 2 bed 1.5 bath duplex in Bushwick,,"$2,900",bushwick,1/24
Apartamento 3 habitaciónes 2 baños,,"$3,200",ozone park,1/24
$500.00 monthly rent for full apt. share if interested in a serious re,,$500,"stamford, ct.",1/24
**“The Ritz Carlton” of Luxury Apartment Living! Steps From Seaport**,,"$2,900",financial district,1/24
Spacious 4 bed 2 bath apt in Ridgewood,,"$3,800",ridgewood,1/24
**“The Ritz Carlton” of Luxury Apartment Living! Steps From Seaport**,,"$2,700",financial district,1/24
extremely xl 2 bedroom apt.utilities includ. no fee w/d in unit,,"$2,798",crowen hights,1/24
Spacious Sun Drenched Renovated 2 Bedroom* Private Backyard* Asap move,,"$2,800",rosedale,1/24
3 bedroom for rent,,"$2,500",east 235th street,1/24
"$1,5oo DUPLEX/LOFT w/Utilities Included",,$1,near r+m+#7 trains- off broadway,1/24
ONE BEDROOM WALK IN APT 1ST FL $1500,,"$1,500",ozone park,1/24
APARTMENT FOR RENT/ SE RENTA APARTMENTO,,"$1,800",howard beach,1/24
