title,bedrooms,price,location,post_time
HUGE 1 BR*Doormen Building*Balcony*Must See!!!,,"$5,600",greenwich village,1/27
🔥Large Modern *Elevator🌇HUGE PRIVATE DECK*Gym* High floor* NO FEE!!,,"$3,000","clinton hill @ a,g,c, subways",1/27
High Floor*Huge 3BR*Must See!!,,"$19,500",upper west side,1/27
Huge 1 bedroom*Outdoor Space*Doormen Building!!,,"$4,800",upper west side,1/27
*Modern Duplex* 🔥Large Bedrooms *Private Backyard* NO FEE!!,,"$3,600","bushwick right  @l, j,m,z, trains",1/27
Luxurious Studio with Panoramic City Views and Amenities Galore,,"$3,390",battery park,1/26
Cute comfortable bright apartment. Prime Upper Ridgewood . Near all,,"$1,800",ridgewood,1/26
Cute comfortable bright apartment. Prime location. Near all .,,"$1,700",ridgewood,1/26
Beautiful quiet light filled 3-bed 2-bath with sunny terrace,,"$2,900",maspeth,1/26
Cute unit in a intimate private house Prime block upper Ridgewood,,"$2,200",ridgewood,1/26
Beautiful quiet light filled 3-bed 2-bath with sunny terrace,,"$2,900",ridgewood,1/26
Prime location Upper Ridgewood. Charming unit in two family house,,"$2,000",ridgewood,1/26
New listing. Private house. Quiet block near all.,,"$2,200",glendale,1/26
"Heart of Ridgewood. Great location on a quiet tree lined block,",,"$2,300",ridgewood,1/26
Renovated spacious bright. Near all. Shared outdoor. Potential parking,,"$2,700",maspeth,1/26
3 bedrooms and one bath by owner.,,"$2,800",jamaica,1/26
CITYFHEPS 2 BEDS APT FOR RENT,,"$2,696",brooklyn,1/26
2BR 1BA in this red-hot neighborhood!,,"$2,150",midtown east,1/26
Great Studio Fairfield CT,,"$1,250",fairfield,1/26
2 BR + 2 Offices = 4 BRs__W + D__Douglass & 5th__BARCLAYS @ PARK SLOPE,,"$4,400",park slope - park slope north,1/26
NEWLY RENOVATED 1 BDRM APT IN CLINTON HILL***ASAP MOVE IN,,"$2,195",clinton hill,1/26
The PERFECT SHARE__4 BRs__W + D__Douglass & 5th__BARCLAYS @ PARK SLOPE,,"$4,400",park slope - park slope north,1/26
IN THE HEIGHTS__TRUE 4 BR_2 BATH__ELEVATOR_LAUNDRY__Washington Heights,,"$3,450",inwood / wash hts,1/26
February 15th or ASAP move Brownstone ALL NEW HUGE 1BR + office,,"$2,150",crown hts,1/26
AMAZING DEAL! JUST MINUTES From MARIA HENANDEZ & Dekalb L  BIG LIVINGR,,"$2,900",bushwick,1/26
SICK LOFTY APT! FOUR BATHROOMS! $960 PER PERSON! DEKALB L! MUST SEE,,"$4,800",buswick,1/26
Exclusive Deck C Slope Bstone 1BR + Eat in Kitchen Includes All Utilil,,"$3,300",center slope / park slope,1/26
* BEDSTUY * 633 MARCY Amenity Building ** 3 BR,,"$3,700",bedstuy,1/26
studio apartment for rent,,"$1,550",forest hills,1/26
Charming Crown Heights 2 Bedroom w Renovated Bathroom Kitchen,,"$2,700",crown heights,1/26
*Prospect Heights* - 562 PARK PLACE - 2 BED,,"$3,400",prospect heights,1/26
"AMAZING LOCATION! HALF Block from Maria Hernadez, Door To Fire Escape!",,"$3,100",bushwick,1/26
"""AWESOME”!!” 2BR/2BA-DM/ELEV/LNDRY-W/D IN UNIT-DINING AREA-DW-CNTRL PK",,"$6,500",upper east side,1/26
** FLATBUSH ** 221 Martense - 2.5 BED DUPLEX / 1.5 BATH,,"$2,600",flatbush,1/26
LAST 1 Bedroom Apt. in Building! Views + W/D in-unit. Luxury Building.,,"$4,195",boerum hill,1/26
50TH STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN,,"$2,150",sunnyside,1/26
* Flatbush * 2.5 Bedroom ++ H/H Included - 425 EAST 35th,,"$2,400",flatbush,1/26
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,,"$2,700",stuyvsent height,1/26
A big and nice apartment,,"$2,650",middle village,1/26
LUXURY 1 BDRM APT AVAILABLE IN WILLIAMSBURG***LOTS OF AMENITIES***,,"$3,150",williamsburg,1/26
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,,"$2,995",clinton hill,1/26
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,450",gowanus,1/26
NO FEE Gorgeous 1BR Brownstone in the Heart of Bed Stuy,,"$2,600",bed stuy / crown heights,1/26
"LARGE | BEAUTIFUL 3 BED, 2 FULL BATH APT",,"$4,500",hamilton grange,1/26
"Stainless ( 1 Bed ) TOP FLOOR, E/F Trains | Elevator/Laundry",,"$2,200",briarwood / kew gardens / forest hills / rego park,1/26
"""A REAL GEM!"" PRISTINE 3BR-SPACIOUS LIVNG RM-GRAN-SS-DW-MW-UNION SQ PK",,"$4,850",gramercy,1/26
51ST STREET AND SKILLMAN AVE LARGE STUDIO NEAR #7 TRAIN AND 30MIN TO N,,"$1,550",sunnyside,1/26
"Modern One Bedroom, Half a Block to Subway, NO FEES",,"$1,585",castle hill,1/26
EAST 52ND STREET OFF LEXINGTON AVE; BEAUTIFUL STUDIO AVAILABLE,,"$1,900",manhattan,1/26
1 Bedroom Apartment,,"$1,750",briarwood,1/26
2 BEDROOM APARTMENT 1 BA W. PRIVATE ENTRANCE,,"$2,600",yorktown heights,1/26
32ND STREET AND STEINWAY TWO BEDROOM NEAR TRAIN AND 20 MIN TO NYC,,"$2,150",astoria,1/26
"""A REAL GEM!!"" PRISTINE 3BR-SPACIOUS LIVNG RM-QN BRS-SS-DW-UNION SQ PK",,"$4,850",gramercy,1/26
"""A REAL GEM!!"" PRISTINE 3BR-SPACIOUS LIVNG RM-QN BRS-DW-AC-UNION SQ PK",,"$4,650",gramercy,1/26
1 Bedroom for rent,,"$1,825",inwood / wash hts,1/26
Groovy ( 2 Bed ) Duplex W/ Roof Deck ! Easy Access to A/C/J/L Train,,"$2,250",east ny / bushwick / ocean hill / bedford stuyvesant,1/26
Commuters Dream. Renovated two bedroom apartment,,"$2,350",flushing walk to broadway lirr,1/26
Great Deal! Huge 4 Beds Apartment,,"$2,849",brownsville,1/26
